"population","relationship_type","sim_id","locus","loci_set","combined_LR"
"AfAm","second_cousins",1,"FESFPS","expanded_20",1
"AfAm","second_cousins",1,"FGA","expanded_20",1.1821771978022
"AfAm","second_cousins",1,"LPL","expanded_20",1
"AfAm","second_cousins",1,"Penta_C","expanded_20",1
"AfAm","second_cousins",1,"Penta_D","expanded_20",1
"AfAm","second_cousins",1,"Penta_E","expanded_20",1
"AfAm","second_cousins",1,"SE33","expanded_20",1
"AfAm","second_cousins",1,"TH01","expanded_20",1
"AfAm","second_cousins",1,"TPOX","expanded_20",1.00999149659864
"AfAm","second_cousins",1,"vWA","expanded_20",0.9375
"AfAm","second_cousins",2,"CSF1PO","expanded_20",1.05290841584158
"AfAm","second_cousins",2,"D10S1248","expanded_20",0.994047619047619
"AfAm","second_cousins",2,"D12S391","expanded_20",0.9375
"AfAm","second_cousins",2,"D13S317","expanded_20",0.9375
"AfAm","second_cousins",2,"D16S539","expanded_20",1.01383928571429
"AfAm","second_cousins",2,"D18S51","expanded_20",0.9375
"AfAm","second_cousins",2,"D19S433","expanded_20",0.9375
"AfAm","second_cousins",2,"D1S1656","expanded_20",1.08
"AfAm","second_cousins",2,"D21S11","expanded_20",0.9375
"AfAm","second_cousins",2,"D22S1045","expanded_20",0.9375
"AfAm","second_cousins",2,"D2S1338","expanded_20",0.9375
"AfAm","second_cousins",2,"D2S441","expanded_20",0.9375
"AfAm","second_cousins",2,"D3S1358","expanded_20",1.08491379310345
"AfAm","second_cousins",2,"D5S818","expanded_20",1.004296875
"AfAm","second_cousins",2,"D6S1043","expanded_20",1
"AfAm","second_cousins",2,"D7S820","expanded_20",1.00600961538462
"AfAm","second_cousins",2,"D8S1179","expanded_20",1.00875
"AfAm","second_cousins",2,"F13A01","expanded_20",1
"AfAm","second_cousins",2,"F13B","expanded_20",1
"AfAm","second_cousins",2,"FESFPS","expanded_20",1
"AfAm","second_cousins",2,"FGA","expanded_20",0.9375
"AfAm","second_cousins",2,"LPL","expanded_20",1
"AfAm","second_cousins",2,"Penta_C","expanded_20",1
"AfAm","second_cousins",2,"Penta_D","expanded_20",1
"AfAm","second_cousins",2,"Penta_E","expanded_20",1
"AfAm","second_cousins",2,"SE33","expanded_20",1
"AfAm","second_cousins",2,"TH01","expanded_20",1
"AfAm","second_cousins",2,"TPOX","expanded_20",0.979955179282868
"AfAm","second_cousins",2,"vWA","expanded_20",1.07026397515528
"AfAm","unrelated",1,"CSF1PO","expanded_20",1
"AfAm","unrelated",1,"D10S1248","expanded_20",1
"AfAm","unrelated",1,"D12S391","expanded_20",1
"AfAm","unrelated",1,"D13S317","expanded_20",1
"AfAm","unrelated",1,"D16S539","expanded_20",1
"AfAm","unrelated",1,"D18S51","expanded_20",1
"AfAm","unrelated",1,"D19S433","expanded_20",1
"AfAm","unrelated",1,"D1S1656","expanded_20",1
"AfAm","unrelated",1,"D21S11","expanded_20",1
"AfAm","unrelated",1,"D22S1045","expanded_20",1
"AfAm","unrelated",1,"D2S1338","expanded_20",1
"AfAm","unrelated",1,"D2S441","expanded_20",1
"AfAm","unrelated",1,"D3S1358","expanded_20",1
"AfAm","unrelated",1,"D5S818","expanded_20",1
"AfAm","unrelated",1,"D6S1043","expanded_20",1
"AfAm","unrelated",1,"D7S820","expanded_20",1
"AfAm","unrelated",1,"D8S1179","expanded_20",1
"AfAm","unrelated",1,"F13A01","expanded_20",1
"AfAm","unrelated",1,"F13B","expanded_20",1
"AfAm","unrelated",1,"FESFPS","expanded_20",1
"AfAm","unrelated",1,"FGA","expanded_20",1
"AfAm","unrelated",1,"LPL","expanded_20",1
"AfAm","unrelated",1,"Penta_C","expanded_20",1
"AfAm","unrelated",1,"Penta_D","expanded_20",1
"AfAm","unrelated",1,"Penta_E","expanded_20",1
"AfAm","unrelated",1,"SE33","expanded_20",1
"AfAm","unrelated",1,"TH01","expanded_20",1
"AfAm","unrelated",1,"TPOX","expanded_20",1
"AfAm","unrelated",1,"vWA","expanded_20",1
"AfAm","unrelated",2,"CSF1PO","expanded_20",1
"AfAm","unrelated",2,"D10S1248","expanded_20",1
"AfAm","unrelated",2,"D12S391","expanded_20",1
"AfAm","unrelated",2,"D13S317","expanded_20",1
"AfAm","unrelated",2,"D16S539","expanded_20",1
"AfAm","unrelated",2,"D18S51","expanded_20",1
"AfAm","unrelated",2,"D19S433","expanded_20",1
"AfAm","unrelated",2,"D1S1656","expanded_20",1
"AfAm","unrelated",2,"D21S11","expanded_20",1
"AfAm","unrelated",2,"D22S1045","expanded_20",1
"AfAm","unrelated",2,"D2S1338","expanded_20",1
"AfAm","unrelated",2,"D2S441","expanded_20",1
"AfAm","unrelated",2,"D3S1358","expanded_20",1
"AfAm","unrelated",2,"D5S818","expanded_20",1
"AfAm","unrelated",2,"D6S1043","expanded_20",1
"AfAm","unrelated",2,"D7S820","expanded_20",1
"AfAm","unrelated",2,"D8S1179","expanded_20",1
"AfAm","unrelated",2,"F13A01","expanded_20",1
"AfAm","unrelated",2,"F13B","expanded_20",1
"AfAm","unrelated",2,"FESFPS","expanded_20",1
"AfAm","unrelated",2,"FGA","expanded_20",1
"AfAm","unrelated",2,"LPL","expanded_20",1
"AfAm","unrelated",2,"Penta_C","expanded_20",1
"AfAm","unrelated",2,"Penta_D","expanded_20",1
"AfAm","unrelated",2,"Penta_E","expanded_20",1
"AfAm","unrelated",2,"SE33","expanded_20",1
"AfAm","unrelated",2,"TH01","expanded_20",1
"AfAm","unrelated",2,"TPOX","expanded_20",1
"AfAm","unrelated",2,"vWA","expanded_20",1
"AfAm","unrelated",3,"CSF1PO","expanded_20",1
"AfAm","unrelated",3,"D10S1248","expanded_20",1
"AfAm","unrelated",3,"D12S391","expanded_20",1
"AfAm","unrelated",3,"D13S317","expanded_20",1
"AfAm","unrelated",3,"D16S539","expanded_20",1
"AfAm","unrelated",3,"D18S51","expanded_20",1
"AfAm","unrelated",3,"D19S433","expanded_20",1
"AfAm","unrelated",3,"D1S1656","expanded_20",1
"AfAm","unrelated",3,"D21S11","expanded_20",1
"AfAm","unrelated",3,"D22S1045","expanded_20",1
"AfAm","unrelated",3,"D2S1338","expanded_20",1
"AfAm","unrelated",3,"D2S441","expanded_20",1
"AfAm","unrelated",3,"D3S1358","expanded_20",1
"AfAm","unrelated",3,"D5S818","expanded_20",1
"AfAm","unrelated",3,"D6S1043","expanded_20",1
"AfAm","unrelated",3,"D7S820","expanded_20",1
"AfAm","unrelated",3,"D8S1179","expanded_20",1
"AfAm","unrelated",3,"F13A01","expanded_20",1
"AfAm","unrelated",3,"F13B","expanded_20",1
"AfAm","unrelated",3,"FESFPS","expanded_20",1
"AfAm","unrelated",3,"FGA","expanded_20",1
"AfAm","unrelated",3,"LPL","expanded_20",1
"AfAm","unrelated",3,"Penta_C","expanded_20",1
"AfAm","unrelated",3,"Penta_D","expanded_20",1
"AfAm","unrelated",3,"Penta_E","expanded_20",1
"AfAm","unrelated",3,"SE33","expanded_20",1
"AfAm","unrelated",3,"TH01","expanded_20",1
"AfAm","unrelated",3,"TPOX","expanded_20",1
"AfAm","unrelated",3,"vWA","expanded_20",1
"AfAm","unrelated",4,"CSF1PO","expanded_20",1
"AfAm","unrelated",4,"D10S1248","expanded_20",1
"AfAm","unrelated",4,"D12S391","expanded_20",1
"AfAm","unrelated",4,"D13S317","expanded_20",1
"AfAm","unrelated",4,"D16S539","expanded_20",1
"AfAm","unrelated",4,"D18S51","expanded_20",1
"AfAm","unrelated",4,"D19S433","expanded_20",1
"AfAm","unrelated",4,"D1S1656","expanded_20",1
"AfAm","unrelated",4,"D21S11","expanded_20",1
"AfAm","unrelated",4,"D22S1045","expanded_20",1
"AfAm","unrelated",4,"D2S1338","expanded_20",1
"AfAm","unrelated",4,"D2S441","expanded_20",1
"AfAm","unrelated",4,"D3S1358","expanded_20",1
"AfAm","unrelated",4,"D5S818","expanded_20",1
"AfAm","unrelated",4,"D6S1043","expanded_20",1
"AfAm","unrelated",4,"D7S820","expanded_20",1
"AfAm","unrelated",4,"D8S1179","expanded_20",1
"AfAm","unrelated",4,"F13A01","expanded_20",1
"AfAm","unrelated",4,"F13B","expanded_20",1
"AfAm","unrelated",4,"FESFPS","expanded_20",1
"AfAm","unrelated",4,"FGA","expanded_20",1
"AfAm","unrelated",4,"LPL","expanded_20",1
"AfAm","unrelated",4,"Penta_C","expanded_20",1
"AfAm","unrelated",4,"Penta_D","expanded_20",1
"AfAm","unrelated",4,"Penta_E","expanded_20",1
"AfAm","unrelated",4,"SE33","expanded_20",1
"AfAm","unrelated",4,"TH01","expanded_20",1
"AfAm","unrelated",4,"TPOX","expanded_20",1
"AfAm","unrelated",4,"vWA","expanded_20",1
"AfAm","unrelated",5,"CSF1PO","expanded_20",1
"AfAm","unrelated",5,"D10S1248","expanded_20",1
"AfAm","unrelated",5,"D12S391","expanded_20",1
"AfAm","unrelated",5,"D13S317","expanded_20",1
"AfAm","unrelated",5,"D16S539","expanded_20",1
"AfAm","unrelated",5,"D18S51","expanded_20",1
"AfAm","unrelated",5,"D19S433","expanded_20",1
"AfAm","unrelated",5,"D1S1656","expanded_20",1
"AfAm","unrelated",5,"D21S11","expanded_20",1
"AfAm","unrelated",5,"D22S1045","expanded_20",1
"AfAm","unrelated",5,"D2S1338","expanded_20",1
"AfAm","unrelated",5,"D2S441","expanded_20",1
"AfAm","unrelated",5,"D3S1358","expanded_20",1
"AfAm","unrelated",5,"D5S818","expanded_20",1
"AfAm","unrelated",5,"D6S1043","expanded_20",1
"AfAm","unrelated",5,"D7S820","expanded_20",1
"AfAm","unrelated",5,"D8S1179","expanded_20",1
"AfAm","unrelated",5,"F13A01","expanded_20",1
"AfAm","unrelated",5,"F13B","expanded_20",1
"AfAm","unrelated",5,"FESFPS","expanded_20",1
"AfAm","unrelated",5,"FGA","expanded_20",1
"AfAm","unrelated",5,"LPL","expanded_20",1
"AfAm","unrelated",5,"Penta_C","expanded_20",1
"AfAm","unrelated",5,"Penta_D","expanded_20",1
"AfAm","unrelated",5,"Penta_E","expanded_20",1
"AfAm","unrelated",5,"SE33","expanded_20",1
"AfAm","unrelated",5,"TH01","expanded_20",1
"AfAm","unrelated",5,"TPOX","expanded_20",1
"AfAm","unrelated",5,"vWA","expanded_20",1
"Cauc","parent_child",1,"CSF1PO","expanded_20",18.05
"Cauc","parent_child",1,"D10S1248","expanded_20",7.84782608695651
"Cauc","parent_child",1,"D12S391","expanded_20",11.28125
"Cauc","parent_child",1,"D13S317","expanded_20",2.07471264367816
"Cauc","parent_child",1,"D16S539","expanded_20",0.795154185022026
"Cauc","parent_child",1,"D18S51","expanded_20",3.40566037735849
"Cauc","parent_child",1,"D19S433","expanded_20",1.38314176245211
"Cauc","parent_child",1,"D1S1656","expanded_20",1.88020833333333
"Cauc","parent_child",1,"D21S11","expanded_20",1.76960784313725
"Cauc","parent_child",1,"D22S1045","expanded_20",1.43200274862569
"Cauc","parent_child",1,"D2S1338","expanded_20",1.34701492537313
"Cauc","parent_child",1,"D2S441","expanded_20",5.30882352941176
"Cauc","parent_child",1,"D3S1358","expanded_20",3.66497461928934
"Cauc","parent_child",1,"D5S818","expanded_20",6.71900129701686
"Cauc","parent_child",1,"D6S1043","expanded_20",1
"Cauc","parent_child",1,"D7S820","expanded_20",1.95135135135135
"Cauc","parent_child",1,"D8S1179","expanded_20",3.00833333333334
"Cauc","parent_child",1,"F13A01","expanded_20",1
"Cauc","parent_child",1,"F13B","expanded_20",1
"Cauc","parent_child",1,"FESFPS","expanded_20",1
"Cauc","parent_child",1,"FGA","expanded_20",2.43918918918918
"Cauc","parent_child",1,"LPL","expanded_20",1
"Cauc","parent_child",1,"Penta_C","expanded_20",1
"Cauc","parent_child",1,"Penta_D","expanded_20",1
"Cauc","parent_child",1,"Penta_E","expanded_20",1
"Cauc","parent_child",1,"SE33","expanded_20",1
"Cauc","parent_child",1,"TH01","expanded_20",1
"Cauc","parent_child",1,"TPOX","expanded_20",0.952506596306068
"Cauc","parent_child",1,"vWA","expanded_20",1.23630136986302
"Cauc","parent_child",2,"CSF1PO","expanded_20",0.809417040358744
"Cauc","parent_child",2,"D10S1248","expanded_20",2.54225352112676
"Cauc","parent_child",2,"D12S391","expanded_20",15.695652173913
"Cauc","parent_child",2,"D13S317","expanded_20",1.53617021276596
"Cauc","parent_child",2,"D16S539","expanded_20",0.795154185022026
"Cauc","parent_child",2,"D18S51","expanded_20",2.02808988764045
"Cauc","parent_child",2,"D19S433","expanded_20",1.96195652173913
"Cauc","parent_child",2,"D1S1656","expanded_20",3.34259259259259
"Cauc","parent_child",2,"D21S11","expanded_20",1.76960784313725
"Cauc","parent_child",2,"D22S1045","expanded_20",1.55603448275862
"Cauc","parent_child",2,"D2S1338","expanded_20",1.59734513274336
"Cauc","parent_child",2,"D2S441","expanded_20",8.3953488372093
"Cauc","parent_child",2,"D3S1358","expanded_20",1.1875
"Cauc","parent_child",2,"D5S818","expanded_20",0.702334630350195
"Cauc","parent_child",2,"D6S1043","expanded_20",1
"Cauc","parent_child",2,"D7S820","expanded_20",9.02500000000002
"Cauc","parent_child",2,"D8S1179","expanded_20",1.50416666666667
"Cauc","parent_child",2,"F13A01","expanded_20",1
"Cauc","parent_child",2,"F13B","expanded_20",1
"Cauc","parent_child",2,"FESFPS","expanded_20",1
"Cauc","parent_child",2,"FGA","expanded_20",2.79844961240311
"Cauc","parent_child",2,"LPL","expanded_20",1
"Cauc","parent_child",2,"Penta_C","expanded_20",1
"Cauc","parent_child",2,"Penta_D","expanded_20",1
"Cauc","parent_child",2,"Penta_E","expanded_20",1
"Cauc","parent_child",2,"SE33","expanded_20",1
"Cauc","parent_child",2,"TH01","expanded_20",1
"Cauc","parent_child",2,"TPOX","expanded_20",1.98351648351648
"Cauc","parent_child",2,"vWA","expanded_20",1.7609756097561
"Cauc","full_siblings",1,"CSF1PO","expanded_20",2.12566833390824
"Cauc","full_siblings",1,"D10S1248","expanded_20",4.65409159159158
"Cauc","full_siblings",1,"D12S391","expanded_20",1.378125
"Cauc","full_siblings",1,"D13S317","expanded_20",10.8676470588235
"Cauc","full_siblings",1,"D16S539","expanded_20",5
"Cauc","full_siblings",1,"D18S51","expanded_20",0.983739837398374
"Cauc","full_siblings",1,"D19S433","expanded_20",2.21195652173913
"Cauc","full_siblings",1,"D1S1656","expanded_20",1.17091836734694
"Cauc","full_siblings",1,"D21S11","expanded_20",1.63846153846154
"Cauc","full_siblings",1,"D22S1045","expanded_20",1.14356435643565
"Cauc","full_siblings",1,"D2S1338","expanded_20",7.86956033087572
"Cauc","full_siblings",1,"D2S441","expanded_20",17.4231470814132
"Cauc","full_siblings",1,"D3S1358","expanded_20",6.86678873452132
"Cauc","full_siblings",1,"D5S818","expanded_20",0.894642857142856
"Cauc","full_siblings",1,"D6S1043","expanded_20",1
"Cauc","full_siblings",1,"D7S820","expanded_20",1.11778846153846
"Cauc","full_siblings",1,"D8S1179","expanded_20",5.48298319327732
"Cauc","full_siblings",1,"F13A01","expanded_20",1
"Cauc","full_siblings",1,"F13B","expanded_20",1
"Cauc","full_siblings",1,"FESFPS","expanded_20",1
"Cauc","full_siblings",1,"FGA","expanded_20",2.68918918918918
"Cauc","full_siblings",1,"LPL","expanded_20",1
"Cauc","full_siblings",1,"Penta_C","expanded_20",1
"Cauc","full_siblings",1,"Penta_D","expanded_20",1
"Cauc","full_siblings",1,"Penta_E","expanded_20",1
"Cauc","full_siblings",1,"SE33","expanded_20",1
"Cauc","full_siblings",1,"TH01","expanded_20",1
"Cauc","full_siblings",1,"TPOX","expanded_20",0.726253298153034
"Cauc","full_siblings",1,"vWA","expanded_20",8.87643120016358
"Cauc","full_siblings",2,"CSF1PO","expanded_20",0.817610062893083
"Cauc","full_siblings",2,"D10S1248","expanded_20",3.43964133639044
"Cauc","full_siblings",2,"D12S391","expanded_20",4.7625
"Cauc","full_siblings",2,"D13S317","expanded_20",1.32440476190476
"Cauc","full_siblings",2,"D16S539","expanded_20",5.54758567423767
"Cauc","full_siblings",2,"D18S51","expanded_20",1.10141509433962
"Cauc","full_siblings",2,"D19S433","expanded_20",18.3
"Cauc","full_siblings",2,"D1S1656","expanded_20",18.6674952651514
"Cauc","full_siblings",2,"D21S11","expanded_20",1.03478260869565
"Cauc","full_siblings",2,"D22S1045","expanded_20",0.903985507246377
"Cauc","full_siblings",2,"D2S1338","expanded_20",22.2761885019348
"Cauc","full_siblings",2,"D2S441","expanded_20",2.93623991935484
"Cauc","full_siblings",2,"D3S1358","expanded_20",2.08248730964467
"Cauc","full_siblings",2,"D5S818","expanded_20",1.53928571428571
"Cauc","full_siblings",2,"D6S1043","expanded_20",1
"Cauc","full_siblings",2,"D7S820","expanded_20",2.20135135135135
"Cauc","full_siblings",2,"D8S1179","expanded_20",3.25833333333334
"Cauc","full_siblings",2,"F13A01","expanded_20",1
"Cauc","full_siblings",2,"F13B","expanded_20",1
"Cauc","full_siblings",2,"FESFPS","expanded_20",1
"Cauc","full_siblings",2,"FGA","expanded_20",4.97238372093023
"Cauc","full_siblings",2,"LPL","expanded_20",1
"Cauc","full_siblings",2,"Penta_C","expanded_20",1
"Cauc","full_siblings",2,"Penta_D","expanded_20",1
"Cauc","full_siblings",2,"Penta_E","expanded_20",1
"Cauc","full_siblings",2,"SE33","expanded_20",1
"Cauc","full_siblings",2,"TH01","expanded_20",1
"Cauc","full_siblings",2,"TPOX","expanded_20",90.4999999999998
"Cauc","full_siblings",2,"vWA","expanded_20",0.868150684931508
"Cauc","half_siblings",1,"CSF1PO","expanded_20",1.06761006289308
"Cauc","half_siblings",1,"D10S1248","expanded_20",1.77112676056338
"Cauc","half_siblings",1,"D12S391","expanded_20",2.50555555555556
"Cauc","half_siblings",1,"D13S317","expanded_20",1.57440476190476
"Cauc","half_siblings",1,"D16S539","expanded_20",0.897577092511013
"Cauc","half_siblings",1,"D18S51","expanded_20",1.43041237113402
"Cauc","half_siblings",1,"D19S433","expanded_20",0.5
"Cauc","half_siblings",1,"D1S1656","expanded_20",0.5
"Cauc","half_siblings",1,"D21S11","expanded_20",1.88846153846154
"Cauc","half_siblings",1,"D22S1045","expanded_20",11.4213421342135
"Cauc","half_siblings",1,"D2S1338","expanded_20",0.5
"Cauc","half_siblings",1,"D2S441","expanded_20",4.60227272727272
"Cauc","half_siblings",1,"D3S1358","expanded_20",1.54941860465116
"Cauc","half_siblings",1,"D5S818","expanded_20",0.5
"Cauc","half_siblings",1,"D6S1043","expanded_20",1
"Cauc","half_siblings",1,"D7S820","expanded_20",1.1097972972973
"Cauc","half_siblings",1,"D8S1179","expanded_20",0.5
"Cauc","half_siblings",1,"F13A01","expanded_20",1
"Cauc","half_siblings",1,"F13B","expanded_20",1
"Cauc","half_siblings",1,"FESFPS","expanded_20",1
"Cauc","half_siblings",1,"FGA","expanded_20",1.51404494382022
"Cauc","half_siblings",1,"LPL","expanded_20",1
"Cauc","half_siblings",1,"Penta_C","expanded_20",1
"Cauc","half_siblings",1,"Penta_D","expanded_20",1
"Cauc","half_siblings",1,"Penta_E","expanded_20",1
"Cauc","half_siblings",1,"SE33","expanded_20",1
"Cauc","half_siblings",1,"TH01","expanded_20",1
"Cauc","half_siblings",1,"TPOX","expanded_20",0.99587912087912
"Cauc","half_siblings",1,"vWA","expanded_20",1.12241379310345
"Cauc","half_siblings",2,"CSF1PO","expanded_20",0.5
"Cauc","half_siblings",2,"D10S1248","expanded_20",2.17906976744186
"Cauc","half_siblings",2,"D12S391","expanded_20",0.5
"Cauc","half_siblings",2,"D13S317","expanded_20",1.3492487387585
"Cauc","half_siblings",2,"D16S539","expanded_20",1.67207792207793
"Cauc","half_siblings",2,"D18S51","expanded_20",0.5
"Cauc","half_siblings",2,"D19S433","expanded_20",0.990489130434782
"Cauc","half_siblings",2,"D1S1656","expanded_20",0.5
"Cauc","half_siblings",2,"D21S11","expanded_20",0.5
"Cauc","half_siblings",2,"D22S1045","expanded_20",1.15398550724638
"Cauc","half_siblings",2,"D2S1338","expanded_20",2.93918918918918
"Cauc","half_siblings",2,"D2S441","expanded_20",0.5
"Cauc","half_siblings",2,"D3S1358","expanded_20",1.02470930232558
"Cauc","half_siblings",2,"D5S818","expanded_20",1.37621359223301
"Cauc","half_siblings",2,"D6S1043","expanded_20",1
"Cauc","half_siblings",2,"D7S820","expanded_20",0.987837837837839
"Cauc","half_siblings",2,"D8S1179","expanded_20",3.48347107438017
"Cauc","half_siblings",2,"F13A01","expanded_20",1
"Cauc","half_siblings",2,"F13B","expanded_20",1
"Cauc","half_siblings",2,"FESFPS","expanded_20",1
"Cauc","half_siblings",2,"FGA","expanded_20",1.93025184275184
"Cauc","half_siblings",2,"LPL","expanded_20",1
"Cauc","half_siblings",2,"Penta_C","expanded_20",1
"Cauc","half_siblings",2,"Penta_D","expanded_20",1
"Cauc","half_siblings",2,"Penta_E","expanded_20",1
"Cauc","half_siblings",2,"SE33","expanded_20",1
"Cauc","half_siblings",2,"TH01","expanded_20",1
"Cauc","half_siblings",2,"TPOX","expanded_20",1.49175824175824
"Cauc","half_siblings",2,"vWA","expanded_20",1.11815068493151
"Cauc","cousins",1,"CSF1PO","expanded_20",0.961778846153846
"Cauc","cousins",1,"D10S1248","expanded_20",0.875
"Cauc","cousins",1,"D12S391","expanded_20",1.32625
"Cauc","cousins",1,"D13S317","expanded_20",0.875
"Cauc","cousins",1,"D16S539","expanded_20",1.42530487804878
"Cauc","cousins",1,"D18S51","expanded_20",0.875
"Cauc","cousins",1,"D19S433","expanded_20",0.961446360153257
"Cauc","cousins",1,"D1S1656","expanded_20",0.875
"Cauc","cousins",1,"D21S11","expanded_20",0.875
"Cauc","cousins",1,"D22S1045","expanded_20",0.875
"Cauc","cousins",1,"D2S1338","expanded_20",0.875
"Cauc","cousins",1,"D2S441","expanded_20",1.0234375
"Cauc","cousins",1,"D3S1358","expanded_20",0.875
"Cauc","cousins",1,"D5S818","expanded_20",0.955580357142857
"Cauc","cousins",1,"D6S1043","expanded_20",1
"Cauc","cousins",1,"D7S820","expanded_20",0.875
"Cauc","cousins",1,"D8S1179","expanded_20",0.875
"Cauc","cousins",1,"F13A01","expanded_20",1
"Cauc","cousins",1,"F13B","expanded_20",1
"Cauc","cousins",1,"FESFPS","expanded_20",1
"Cauc","cousins",1,"FGA","expanded_20",0.875
"Cauc","cousins",1,"LPL","expanded_20",1
"Cauc","cousins",1,"Penta_C","expanded_20",1
"Cauc","cousins",1,"Penta_D","expanded_20",1
"Cauc","cousins",1,"Penta_E","expanded_20",1
"Cauc","cousins",1,"SE33","expanded_20",1
"Cauc","cousins",1,"TH01","expanded_20",1
"Cauc","cousins",1,"TPOX","expanded_20",0.934531662269129
"Cauc","cousins",1,"vWA","expanded_20",1.03060344827586
"Cauc","cousins",2,"CSF1PO","expanded_20",0.875
"Cauc","cousins",2,"D10S1248","expanded_20",0.875
"Cauc","cousins",2,"D12S391","expanded_20",2.37916666666666
"Cauc","cousins",2,"D13S317","expanded_20",0.971010638297872
"Cauc","cousins",2,"D16S539","expanded_20",0.974394273127753
"Cauc","cousins",2,"D18S51","expanded_20",0.875
"Cauc","cousins",2,"D19S433","expanded_20",23.4375
"Cauc","cousins",2,"D1S1656","expanded_20",0.875
"Cauc","cousins",2,"D21S11","expanded_20",0.985600490196078
"Cauc","cousins",2,"D22S1045","expanded_20",0.875
"Cauc","cousins",2,"D2S1338","expanded_20",0.875
"Cauc","cousins",2,"D2S441","expanded_20",0.965977822580645
"Cauc","cousins",2,"D3S1358","expanded_20",1.13796795685279
"Cauc","cousins",2,"D5S818","expanded_20",1.19732142857143
"Cauc","cousins",2,"D6S1043","expanded_20",1
"Cauc","cousins",2,"D7S820","expanded_20",1.11891891891892
"Cauc","cousins",2,"D8S1179","expanded_20",0.875
"Cauc","cousins",2,"F13A01","expanded_20",1
"Cauc","cousins",2,"F13B","expanded_20",1
"Cauc","cousins",2,"FESFPS","expanded_20",1
"Cauc","cousins",2,"FGA","expanded_20",1.08011363636364
"Cauc","cousins",2,"LPL","expanded_20",1
"Cauc","cousins",2,"Penta_C","expanded_20",1
"Cauc","cousins",2,"Penta_D","expanded_20",1
"Cauc","cousins",2,"Penta_E","expanded_20",1
"Cauc","cousins",2,"SE33","expanded_20",1
"Cauc","cousins",2,"TH01","expanded_20",1
"Cauc","cousins",2,"TPOX","expanded_20",1.17977622748652
"Cauc","cousins",2,"vWA","expanded_20",1.54850746268657
"Cauc","second_cousins",1,"CSF1PO","expanded_20",0.9375
"Cauc","second_cousins",1,"D10S1248","expanded_20",0.9375
"Cauc","second_cousins",1,"D12S391","expanded_20",1.15110010518934
"Cauc","second_cousins",1,"D13S317","expanded_20",0.995650773195876
"Cauc","second_cousins",1,"D16S539","expanded_20",0.9375
"Cauc","second_cousins",1,"D18S51","expanded_20",0.9375
"Cauc","second_cousins",1,"D19S433","expanded_20",0.980723180076628
"Cauc","second_cousins",1,"D1S1656","expanded_20",1.0718005952381
"Cauc","second_cousins",1,"D21S11","expanded_20",0.9375
"Cauc","second_cousins",1,"D22S1045","expanded_20",0.978374094202899
"Cauc","second_cousins",1,"D2S1338","expanded_20",0.9375
"Cauc","second_cousins",1,"D2S441","expanded_20",0.9375
"Cauc","second_cousins",1,"D3S1358","expanded_20",1.05203045685279
"Cauc","second_cousins",1,"D5S818","expanded_20",1.09866071428571
"Cauc","second_cousins",1,"D6S1043","expanded_20",1
"Cauc","second_cousins",1,"D7S820","expanded_20",0.99847972972973
"Cauc","second_cousins",1,"D8S1179","expanded_20",0.9375
"Cauc","second_cousins",1,"F13A01","expanded_20",1
"Cauc","second_cousins",1,"F13B","expanded_20",1
"Cauc","second_cousins",1,"FESFPS","expanded_20",1
"Cauc","second_cousins",1,"FGA","expanded_20",0.9375
"Cauc","second_cousins",1,"LPL","expanded_20",1
"Cauc","second_cousins",1,"Penta_C","expanded_20",1
"Cauc","second_cousins",1,"Penta_D","expanded_20",1
"Cauc","second_cousins",1,"Penta_E","expanded_20",1
"Cauc","second_cousins",1,"SE33","expanded_20",1
"Cauc","second_cousins",1,"TH01","expanded_20",1
"Cauc","second_cousins",1,"TPOX","expanded_20",0.99948489010989
"Cauc","second_cousins",1,"vWA","expanded_20",0.992530487804878
"Cauc","second_cousins",2,"CSF1PO","expanded_20",0.9375
"Cauc","second_cousins",2,"D10S1248","expanded_20",0.9375
"Cauc","second_cousins",2,"D12S391","expanded_20",0.9375
"Cauc","second_cousins",2,"D13S317","expanded_20",0.9375
"Cauc","second_cousins",2,"D16S539","expanded_20",0.987197136563877
"Cauc","second_cousins",2,"D18S51","expanded_20",0.9375
"Cauc","second_cousins",2,"D19S433","expanded_20",0.980723180076628
"Cauc","second_cousins",2,"D1S1656","expanded_20",0.9375
"Cauc","second_cousins",2,"D21S11","expanded_20",0.992800245098039
"Cauc","second_cousins",2,"D22S1045","expanded_20",0.9375
"Cauc","second_cousins",2,"D2S1338","expanded_20",1.02168843283582
"Cauc","second_cousins",2,"D2S441","expanded_20",1.26930147058824
"Cauc","second_cousins",2,"D3S1358","expanded_20",0.994765228426396
"Cauc","second_cousins",2,"D5S818","expanded_20",1.02529182879377
"Cauc","second_cousins",2,"D6S1043","expanded_20",1
"Cauc","second_cousins",2,"D7S820","expanded_20",0.9375
"Cauc","second_cousins",2,"D8S1179","expanded_20",1.03230042016807
"Cauc","second_cousins",2,"F13A01","expanded_20",1
"Cauc","second_cousins",2,"F13B","expanded_20",1
"Cauc","second_cousins",2,"FESFPS","expanded_20",1
"Cauc","second_cousins",2,"FGA","expanded_20",0.9375
"Cauc","second_cousins",2,"LPL","expanded_20",1
"Cauc","second_cousins",2,"Penta_C","expanded_20",1
"Cauc","second_cousins",2,"Penta_D","expanded_20",1
"Cauc","second_cousins",2,"Penta_E","expanded_20",1
