"population","relationship_type","sim_id","locus","loci_set","combined_LR"
"Cauc","unrelated",1,"D13S317","core_13",1
"Cauc","unrelated",1,"D16S539","core_13",1
"Cauc","unrelated",1,"D18S51","core_13",1
"Cauc","unrelated",1,"D19S433","core_13",1
"Cauc","unrelated",1,"D1S1656","core_13",1
"Cauc","unrelated",1,"D21S11","core_13",1
"Cauc","unrelated",1,"D22S1045","core_13",1
"Cauc","unrelated",1,"D2S1338","core_13",1
"Cauc","unrelated",1,"D2S441","core_13",1
"Cauc","unrelated",1,"D3S1358","core_13",1
"Cauc","unrelated",1,"D5S818","core_13",1
"Cauc","unrelated",1,"D6S1043","core_13",1
"Cauc","unrelated",1,"D7S820","core_13",1
"Cauc","unrelated",1,"D8S1179","core_13",1
"Cauc","unrelated",1,"F13A01","core_13",1
"Cauc","unrelated",1,"F13B","core_13",1
"Cauc","unrelated",1,"FESFPS","core_13",1
"Cauc","unrelated",1,"FGA","core_13",1
"Cauc","unrelated",1,"LPL","core_13",1
"Cauc","unrelated",1,"Penta_C","core_13",1
"Cauc","unrelated",1,"Penta_D","core_13",1
"Cauc","unrelated",1,"Penta_E","core_13",1
"Cauc","unrelated",1,"SE33","core_13",1
"Cauc","unrelated",1,"TH01","core_13",1
"Cauc","unrelated",1,"TPOX","core_13",1
"Cauc","unrelated",1,"vWA","core_13",1
"Cauc","unrelated",2,"CSF1PO","core_13",1
"Cauc","unrelated",2,"D10S1248","core_13",1
"Cauc","unrelated",2,"D12S391","core_13",1
"Cauc","unrelated",2,"D13S317","core_13",1
"Cauc","unrelated",2,"D16S539","core_13",1
"Cauc","unrelated",2,"D18S51","core_13",1
"Cauc","unrelated",2,"D19S433","core_13",1
"Cauc","unrelated",2,"D1S1656","core_13",1
"Cauc","unrelated",2,"D21S11","core_13",1
"Cauc","unrelated",2,"D22S1045","core_13",1
"Cauc","unrelated",2,"D2S1338","core_13",1
"Cauc","unrelated",2,"D2S441","core_13",1
"Cauc","unrelated",2,"D3S1358","core_13",1
"Cauc","unrelated",2,"D5S818","core_13",1
"Cauc","unrelated",2,"D6S1043","core_13",1
"Cauc","unrelated",2,"D7S820","core_13",1
"Cauc","unrelated",2,"D8S1179","core_13",1
"Cauc","unrelated",2,"F13A01","core_13",1
"Cauc","unrelated",2,"F13B","core_13",1
"Cauc","unrelated",2,"FESFPS","core_13",1
"Cauc","unrelated",2,"FGA","core_13",1
"Cauc","unrelated",2,"LPL","core_13",1
"Cauc","unrelated",2,"Penta_C","core_13",1
"Cauc","unrelated",2,"Penta_D","core_13",1
"Cauc","unrelated",2,"Penta_E","core_13",1
"Cauc","unrelated",2,"SE33","core_13",1
"Cauc","unrelated",2,"TH01","core_13",1
"Cauc","unrelated",2,"TPOX","core_13",1
"Cauc","unrelated",2,"vWA","core_13",1
"Cauc","unrelated",3,"CSF1PO","core_13",1
"Cauc","unrelated",3,"D10S1248","core_13",1
"Cauc","unrelated",3,"D12S391","core_13",1
"Cauc","unrelated",3,"D13S317","core_13",1
"Cauc","unrelated",3,"D16S539","core_13",1
"Cauc","unrelated",3,"D18S51","core_13",1
"Cauc","unrelated",3,"D19S433","core_13",1
"Cauc","unrelated",3,"D1S1656","core_13",1
"Cauc","unrelated",3,"D21S11","core_13",1
"Cauc","unrelated",3,"D22S1045","core_13",1
"Cauc","unrelated",3,"D2S1338","core_13",1
"Cauc","unrelated",3,"D2S441","core_13",1
"Cauc","unrelated",3,"D3S1358","core_13",1
"Cauc","unrelated",3,"D5S818","core_13",1
"Cauc","unrelated",3,"D6S1043","core_13",1
"Cauc","unrelated",3,"D7S820","core_13",1
"Cauc","unrelated",3,"D8S1179","core_13",1
"Cauc","unrelated",3,"F13A01","core_13",1
"Cauc","unrelated",3,"F13B","core_13",1
"Cauc","unrelated",3,"FESFPS","core_13",1
"Cauc","unrelated",3,"FGA","core_13",1
"Cauc","unrelated",3,"LPL","core_13",1
"Cauc","unrelated",3,"Penta_C","core_13",1
"Cauc","unrelated",3,"Penta_D","core_13",1
"Cauc","unrelated",3,"Penta_E","core_13",1
"Cauc","unrelated",3,"SE33","core_13",1
"Cauc","unrelated",3,"TH01","core_13",1
"Cauc","unrelated",3,"TPOX","core_13",1
"Cauc","unrelated",3,"vWA","core_13",1
"Cauc","unrelated",4,"CSF1PO","core_13",1
"Cauc","unrelated",4,"D10S1248","core_13",1
"Cauc","unrelated",4,"D12S391","core_13",1
"Cauc","unrelated",4,"D13S317","core_13",1
"Cauc","unrelated",4,"D16S539","core_13",1
"Cauc","unrelated",4,"D18S51","core_13",1
"Cauc","unrelated",4,"D19S433","core_13",1
"Cauc","unrelated",4,"D1S1656","core_13",1
"Cauc","unrelated",4,"D21S11","core_13",1
"Cauc","unrelated",4,"D22S1045","core_13",1
"Cauc","unrelated",4,"D2S1338","core_13",1
"Cauc","unrelated",4,"D2S441","core_13",1
"Cauc","unrelated",4,"D3S1358","core_13",1
"Cauc","unrelated",4,"D5S818","core_13",1
"Cauc","unrelated",4,"D6S1043","core_13",1
"Cauc","unrelated",4,"D7S820","core_13",1
"Cauc","unrelated",4,"D8S1179","core_13",1
"Cauc","unrelated",4,"F13A01","core_13",1
"Cauc","unrelated",4,"F13B","core_13",1
"Cauc","unrelated",4,"FESFPS","core_13",1
"Cauc","unrelated",4,"FGA","core_13",1
"Cauc","unrelated",4,"LPL","core_13",1
"Cauc","unrelated",4,"Penta_C","core_13",1
"Cauc","unrelated",4,"Penta_D","core_13",1
"Cauc","unrelated",4,"Penta_E","core_13",1
"Cauc","unrelated",4,"SE33","core_13",1
"Cauc","unrelated",4,"TH01","core_13",1
"Cauc","unrelated",4,"TPOX","core_13",1
"Cauc","unrelated",4,"vWA","core_13",1
"Cauc","unrelated",5,"CSF1PO","core_13",1
"Cauc","unrelated",5,"D10S1248","core_13",1
"Cauc","unrelated",5,"D12S391","core_13",1
"Cauc","unrelated",5,"D13S317","core_13",1
"Cauc","unrelated",5,"D16S539","core_13",1
"Cauc","unrelated",5,"D18S51","core_13",1
"Cauc","unrelated",5,"D19S433","core_13",1
"Cauc","unrelated",5,"D1S1656","core_13",1
"Cauc","unrelated",5,"D21S11","core_13",1
"Cauc","unrelated",5,"D22S1045","core_13",1
"Cauc","unrelated",5,"D2S1338","core_13",1
"Cauc","unrelated",5,"D2S441","core_13",1
"Cauc","unrelated",5,"D3S1358","core_13",1
"Cauc","unrelated",5,"D5S818","core_13",1
"Cauc","unrelated",5,"D6S1043","core_13",1
"Cauc","unrelated",5,"D7S820","core_13",1
"Cauc","unrelated",5,"D8S1179","core_13",1
"Cauc","unrelated",5,"F13A01","core_13",1
"Cauc","unrelated",5,"F13B","core_13",1
"Cauc","unrelated",5,"FESFPS","core_13",1
"Cauc","unrelated",5,"FGA","core_13",1
"Cauc","unrelated",5,"LPL","core_13",1
"Cauc","unrelated",5,"Penta_C","core_13",1
"Cauc","unrelated",5,"Penta_D","core_13",1
"Cauc","unrelated",5,"Penta_E","core_13",1
"Cauc","unrelated",5,"SE33","core_13",1
"Cauc","unrelated",5,"TH01","core_13",1
"Cauc","unrelated",5,"TPOX","core_13",1
"Cauc","unrelated",5,"vWA","core_13",1
"Hispanic","parent_child",1,"CSF1PO","core_13",2.10714285714286
"Hispanic","parent_child",1,"D10S1248","core_13",1
"Hispanic","parent_child",1,"D12S391","core_13",1
"Hispanic","parent_child",1,"D13S317","core_13",4.62923076923077
"Hispanic","parent_child",1,"D16S539","core_13",0.900763358778626
"Hispanic","parent_child",1,"D18S51","core_13",2.0344827586207
"Hispanic","parent_child",1,"D19S433","core_13",1
"Hispanic","parent_child",1,"D1S1656","core_13",1
"Hispanic","parent_child",1,"D21S11","core_13",1.20408163265306
"Hispanic","parent_child",1,"D22S1045","core_13",1
"Hispanic","parent_child",1,"D2S1338","core_13",1
"Hispanic","parent_child",1,"D2S441","core_13",1
"Hispanic","parent_child",1,"D3S1358","core_13",1.78787878787878
"Hispanic","parent_child",1,"D5S818","core_13",5.4575
"Hispanic","parent_child",1,"D6S1043","core_13",1
"Hispanic","parent_child",1,"D7S820","core_13",1.80152671755725
"Hispanic","parent_child",1,"D8S1179","core_13",1.86634158539635
"Hispanic","parent_child",1,"F13A01","core_13",1
"Hispanic","parent_child",1,"F13B","core_13",1
"Hispanic","parent_child",1,"FESFPS","core_13",1
"Hispanic","parent_child",1,"FGA","core_13",4.06896551724138
"Hispanic","parent_child",1,"LPL","core_13",1
"Hispanic","parent_child",1,"Penta_C","core_13",1
"Hispanic","parent_child",1,"Penta_D","core_13",1
"Hispanic","parent_child",1,"Penta_E","core_13",1
"Hispanic","parent_child",1,"SE33","core_13",1
"Hispanic","parent_child",1,"TH01","core_13",1
"Hispanic","parent_child",1,"TPOX","core_13",3.19710202461294
"Hispanic","parent_child",1,"vWA","core_13",5.93390804597701
"Hispanic","parent_child",2,"CSF1PO","core_13",1.33333333333333
"Hispanic","parent_child",2,"D10S1248","core_13",1
"Hispanic","parent_child",2,"D12S391","core_13",1
"Hispanic","parent_child",2,"D13S317","core_13",1.06306306306306
"Hispanic","parent_child",2,"D16S539","core_13",2.73187878787879
"Hispanic","parent_child",2,"D18S51","core_13",4
"Hispanic","parent_child",2,"D19S433","core_13",1
"Hispanic","parent_child",2,"D1S1656","core_13",1
"Hispanic","parent_child",2,"D21S11","core_13",2.51063829787234
"Hispanic","parent_child",2,"D22S1045","core_13",1
"Hispanic","parent_child",2,"D2S1338","core_13",1
"Hispanic","parent_child",2,"D2S441","core_13",1
"Hispanic","parent_child",2,"D3S1358","core_13",0.893939393939392
"Hispanic","parent_child",2,"D5S818","core_13",1.475
"Hispanic","parent_child",2,"D6S1043","core_13",1
"Hispanic","parent_child",2,"D7S820","core_13",0.900763358778626
"Hispanic","parent_child",2,"D8S1179","core_13",0.914728682170542
"Hispanic","parent_child",2,"F13A01","core_13",1
"Hispanic","parent_child",2,"F13B","core_13",1
"Hispanic","parent_child",2,"FESFPS","core_13",1
"Hispanic","parent_child",2,"FGA","core_13",2.95
"Hispanic","parent_child",2,"LPL","core_13",1
"Hispanic","parent_child",2,"Penta_C","core_13",1
"Hispanic","parent_child",2,"Penta_D","core_13",1
"Hispanic","parent_child",2,"Penta_E","core_13",1
"Hispanic","parent_child",2,"SE33","core_13",1
"Hispanic","parent_child",2,"TH01","core_13",1
"Hispanic","parent_child",2,"TPOX","core_13",2.68181818181818
"Hispanic","parent_child",2,"vWA","core_13",3.10526315789474
"Hispanic","full_siblings",1,"CSF1PO","core_13",3.10741341991342
"Hispanic","full_siblings",1,"D10S1248","core_13",1
"Hispanic","full_siblings",1,"D12S391","core_13",1
"Hispanic","full_siblings",1,"D13S317","core_13",3.79010321000612
"Hispanic","full_siblings",1,"D16S539","core_13",5.19476190476192
"Hispanic","full_siblings",1,"D18S51","core_13",0.25
"Hispanic","full_siblings",1,"D19S433","core_13",1
"Hispanic","full_siblings",1,"D1S1656","core_13",1
"Hispanic","full_siblings",1,"D21S11","core_13",327.260638297872
"Hispanic","full_siblings",1,"D22S1045","core_13",1
"Hispanic","full_siblings",1,"D2S1338","core_13",1
"Hispanic","full_siblings",1,"D2S441","core_13",1
"Hispanic","full_siblings",1,"D3S1358","core_13",1.60632183908046
"Hispanic","full_siblings",1,"D5S818","core_13",4.87745098039216
"Hispanic","full_siblings",1,"D6S1043","core_13",1
"Hispanic","full_siblings",1,"D7S820","core_13",1.87758620689655
"Hispanic","full_siblings",1,"D8S1179","core_13",0.707364341085271
"Hispanic","full_siblings",1,"F13A01","core_13",1
"Hispanic","full_siblings",1,"F13B","core_13",1
"Hispanic","full_siblings",1,"FESFPS","core_13",1
"Hispanic","full_siblings",1,"FGA","core_13",0.25
"Hispanic","full_siblings",1,"LPL","core_13",1
"Hispanic","full_siblings",1,"Penta_C","core_13",1
"Hispanic","full_siblings",1,"Penta_D","core_13",1
"Hispanic","full_siblings",1,"Penta_E","core_13",1
"Hispanic","full_siblings",1,"SE33","core_13",1
"Hispanic","full_siblings",1,"TH01","core_13",1
"Hispanic","full_siblings",1,"TPOX","core_13",0.25
"Hispanic","full_siblings",1,"vWA","core_13",1.80263157894737
"Hispanic","full_siblings",2,"CSF1PO","core_13",2.51488095238096
"Hispanic","full_siblings",2,"D10S1248","core_13",1
"Hispanic","full_siblings",2,"D12S391","core_13",1
"Hispanic","full_siblings",2,"D13S317","core_13",12.1803649146301
"Hispanic","full_siblings",2,"D16S539","core_13",1.18650793650794
"Hispanic","full_siblings",2,"D18S51","core_13",2.93181818181818
"Hispanic","full_siblings",2,"D19S433","core_13",1
"Hispanic","full_siblings",2,"D1S1656","core_13",1
"Hispanic","full_siblings",2,"D21S11","core_13",15.367247623359
"Hispanic","full_siblings",2,"D22S1045","core_13",1
"Hispanic","full_siblings",2,"D2S1338","core_13",1
"Hispanic","full_siblings",2,"D2S441","core_13",1
"Hispanic","full_siblings",2,"D3S1358","core_13",0.696969696969696
"Hispanic","full_siblings",2,"D5S818","core_13",0.987499999999999
"Hispanic","full_siblings",2,"D6S1043","core_13",1
"Hispanic","full_siblings",2,"D7S820","core_13",1.87758620689655
"Hispanic","full_siblings",2,"D8S1179","core_13",35.5855191256831
"Hispanic","full_siblings",2,"F13A01","core_13",1
"Hispanic","full_siblings",2,"F13B","core_13",1
"Hispanic","full_siblings",2,"FESFPS","core_13",1
"Hispanic","full_siblings",2,"FGA","core_13",3.52777777777778
"Hispanic","full_siblings",2,"LPL","core_13",1
"Hispanic","full_siblings",2,"Penta_C","core_13",1
"Hispanic","full_siblings",2,"Penta_D","core_13",1
"Hispanic","full_siblings",2,"Penta_E","core_13",1
"Hispanic","full_siblings",2,"SE33","core_13",1
"Hispanic","full_siblings",2,"TH01","core_13",1
"Hispanic","full_siblings",2,"TPOX","core_13",0.25
"Hispanic","full_siblings",2,"vWA","core_13",4.27707910750506
"Hispanic","half_siblings",1,"CSF1PO","core_13",1.83333333333333
"Hispanic","half_siblings",1,"D10S1248","core_13",1
"Hispanic","half_siblings",1,"D12S391","core_13",1
"Hispanic","half_siblings",1,"D13S317","core_13",2.32813468291675
"Hispanic","half_siblings",1,"D16S539","core_13",1.444
"Hispanic","half_siblings",1,"D18S51","core_13",2.07333333333333
"Hispanic","half_siblings",1,"D19S433","core_13",1
"Hispanic","half_siblings",1,"D1S1656","core_13",1
"Hispanic","half_siblings",1,"D21S11","core_13",0.5
"Hispanic","half_siblings",1,"D22S1045","core_13",1
"Hispanic","half_siblings",1,"D2S1338","core_13",1
"Hispanic","half_siblings",1,"D2S441","core_13",1
"Hispanic","half_siblings",1,"D3S1358","core_13",1.85632183908046
"Hispanic","half_siblings",1,"D5S818","core_13",0.5
"Hispanic","half_siblings",1,"D6S1043","core_13",1
"Hispanic","half_siblings",1,"D7S820","core_13",0.906896551724137
"Hispanic","half_siblings",1,"D8S1179","core_13",4.43333333333333
"Hispanic","half_siblings",1,"F13A01","core_13",1
"Hispanic","half_siblings",1,"F13B","core_13",1
"Hispanic","half_siblings",1,"FESFPS","core_13",1
"Hispanic","half_siblings",1,"FGA","core_13",2.57017543859649
"Hispanic","half_siblings",1,"LPL","core_13",1
"Hispanic","half_siblings",1,"Penta_C","core_13",1
"Hispanic","half_siblings",1,"Penta_D","core_13",1
"Hispanic","half_siblings",1,"Penta_E","core_13",1
"Hispanic","half_siblings",1,"SE33","core_13",1
"Hispanic","half_siblings",1,"TH01","core_13",1
"Hispanic","half_siblings",1,"TPOX","core_13",1.01528384279476
"Hispanic","half_siblings",1,"vWA","core_13",2.95833333333333
"Hispanic","half_siblings",2,"CSF1PO","core_13",1.55357142857143
"Hispanic","half_siblings",2,"D10S1248","core_13",1
"Hispanic","half_siblings",2,"D12S391","core_13",1
"Hispanic","half_siblings",2,"D13S317","core_13",1.25641025641025
"Hispanic","half_siblings",2,"D16S539","core_13",2.37301587301588
"Hispanic","half_siblings",2,"D18S51","core_13",1.28666666666667
"Hispanic","half_siblings",2,"D19S433","core_13",1
"Hispanic","half_siblings",2,"D1S1656","core_13",1
"Hispanic","half_siblings",2,"D21S11","core_13",5.86363636363637
"Hispanic","half_siblings",2,"D22S1045","core_13",1
"Hispanic","half_siblings",2,"D2S1338","core_13",1
"Hispanic","half_siblings",2,"D2S441","core_13",1
"Hispanic","half_siblings",2,"D3S1358","core_13",1.33512759170654
"Hispanic","half_siblings",2,"D5S818","core_13",1.18940217391304
"Hispanic","half_siblings",2,"D6S1043","core_13",1
"Hispanic","half_siblings",2,"D7S820","core_13",3.24418604651163
"Hispanic","half_siblings",2,"D8S1179","core_13",1.84090909090909
"Hispanic","half_siblings",2,"F13A01","core_13",1
"Hispanic","half_siblings",2,"F13B","core_13",1
"Hispanic","half_siblings",2,"FESFPS","core_13",1
"Hispanic","half_siblings",2,"FGA","core_13",0.5
"Hispanic","half_siblings",2,"LPL","core_13",1
"Hispanic","half_siblings",2,"Penta_C","core_13",1
"Hispanic","half_siblings",2,"Penta_D","core_13",1
"Hispanic","half_siblings",2,"Penta_E","core_13",1
"Hispanic","half_siblings",2,"SE33","core_13",1
"Hispanic","half_siblings",2,"TH01","core_13",1
"Hispanic","half_siblings",2,"TPOX","core_13",0.5
"Hispanic","half_siblings",2,"vWA","core_13",0.5
"Hispanic","cousins",1,"CSF1PO","core_13",1.07007575757576
"Hispanic","cousins",1,"D10S1248","core_13",1
"Hispanic","cousins",1,"D12S391","core_13",1
"Hispanic","cousins",1,"D13S317","core_13",0.875
"Hispanic","cousins",1,"D16S539","core_13",0.993
"Hispanic","cousins",1,"D18S51","core_13",1.375
"Hispanic","cousins",1,"D19S433","core_13",1
"Hispanic","cousins",1,"D1S1656","core_13",1
"Hispanic","cousins",1,"D21S11","core_13",1.12083333333333
"Hispanic","cousins",1,"D22S1045","core_13",1
"Hispanic","cousins",1,"D2S1338","core_13",1
"Hispanic","cousins",1,"D2S441","core_13",1
"Hispanic","cousins",1,"D3S1358","core_13",0.97203947368421
"Hispanic","cousins",1,"D5S818","core_13",1.059375
"Hispanic","cousins",1,"D6S1043","core_13",1
"Hispanic","cousins",1,"D7S820","core_13",0.976724137931034
"Hispanic","cousins",1,"D8S1179","core_13",1.35860655737705
"Hispanic","cousins",1,"F13A01","core_13",1
"Hispanic","cousins",1,"F13B","core_13",1
"Hispanic","cousins",1,"FESFPS","core_13",1
"Hispanic","cousins",1,"FGA","core_13",0.875
"Hispanic","cousins",1,"LPL","core_13",1
"Hispanic","cousins",1,"Penta_C","core_13",1
"Hispanic","cousins",1,"Penta_D","core_13",1
"Hispanic","cousins",1,"Penta_E","core_13",1
"Hispanic","cousins",1,"SE33","core_13",1
"Hispanic","cousins",1,"TH01","core_13",1
"Hispanic","cousins",1,"TPOX","core_13",0.939410480349345
"Hispanic","cousins",1,"vWA","core_13",1.26544117647059
"Hispanic","cousins",2,"CSF1PO","core_13",0.875
"Hispanic","cousins",2,"D10S1248","core_13",1
"Hispanic","cousins",2,"D12S391","core_13",1
"Hispanic","cousins",2,"D13S317","core_13",0.875
"Hispanic","cousins",2,"D16S539","core_13",1.10019083969466
"Hispanic","cousins",2,"D18S51","core_13",1.07166666666667
"Hispanic","cousins",2,"D19S433","core_13",1
"Hispanic","cousins",2,"D1S1656","core_13",1
"Hispanic","cousins",2,"D21S11","core_13",1.13985128935295
"Hispanic","cousins",2,"D22S1045","core_13",1
"Hispanic","cousins",2,"D2S1338","core_13",1
"Hispanic","cousins",2,"D2S441","core_13",1
"Hispanic","cousins",2,"D3S1358","core_13",1.09848484848485
"Hispanic","cousins",2,"D5S818","core_13",1.4212962962963
"Hispanic","cousins",2,"D6S1043","core_13",1
"Hispanic","cousins",2,"D7S820","core_13",1.07705479452055
"Hispanic","cousins",2,"D8S1179","core_13",0.875
"Hispanic","cousins",2,"F13A01","core_13",1
"Hispanic","cousins",2,"F13B","core_13",1
"Hispanic","cousins",2,"FESFPS","core_13",1
"Hispanic","cousins",2,"FGA","core_13",1.09514925373134
"Hispanic","cousins",2,"LPL","core_13",1
"Hispanic","cousins",2,"Penta_C","core_13",1
"Hispanic","cousins",2,"Penta_D","core_13",1
"Hispanic","cousins",2,"Penta_E","core_13",1
"Hispanic","cousins",2,"SE33","core_13",1
"Hispanic","cousins",2,"TH01","core_13",1
"Hispanic","cousins",2,"TPOX","core_13",0.875
"Hispanic","cousins",2,"vWA","core_13",1.12931034482759
"Hispanic","second_cousins",1,"CSF1PO","core_13",0.979166666666667
"Hispanic","second_cousins",1,"D10S1248","core_13",1
"Hispanic","second_cousins",1,"D12S391","core_13",1
"Hispanic","second_cousins",1,"D13S317","core_13",0.9375
"Hispanic","second_cousins",1,"D16S539","core_13",1.04924242424242
"Hispanic","second_cousins",1,"D18S51","core_13",1.27272727272727
"Hispanic","second_cousins",1,"D19S433","core_13",1
"Hispanic","second_cousins",1,"D1S1656","core_13",1
"Hispanic","second_cousins",1,"D21S11","core_13",0.994670542635659
"Hispanic","second_cousins",1,"D22S1045","core_13",1
"Hispanic","second_cousins",1,"D2S1338","core_13",1
"Hispanic","second_cousins",1,"D2S441","core_13",1
"Hispanic","second_cousins",1,"D3S1358","core_13",1.04189094896332
"Hispanic","second_cousins",1,"D5S818","core_13",0.9375
"Hispanic","second_cousins",1,"D6S1043","core_13",1
"Hispanic","second_cousins",1,"D7S820","core_13",0.9375
"Hispanic","second_cousins",1,"D8S1179","core_13",1.05840163934426
"Hispanic","second_cousins",1,"F13A01","core_13",1
"Hispanic","second_cousins",1,"F13B","core_13",1
"Hispanic","second_cousins",1,"FESFPS","core_13",1
"Hispanic","second_cousins",1,"FGA","core_13",0.9375
"Hispanic","second_cousins",1,"LPL","core_13",1
"Hispanic","second_cousins",1,"Penta_C","core_13",1
"Hispanic","second_cousins",1,"Penta_D","core_13",1
"Hispanic","second_cousins",1,"Penta_E","core_13",1
"Hispanic","second_cousins",1,"SE33","core_13",1
"Hispanic","second_cousins",1,"TH01","core_13",1
"Hispanic","second_cousins",1,"TPOX","core_13",0.998958333333333
"Hispanic","second_cousins",1,"vWA","core_13",0.9375
"Hispanic","second_cousins",2,"CSF1PO","core_13",1.03503787878788
"Hispanic","second_cousins",2,"D10S1248","core_13",1
"Hispanic","second_cousins",2,"D12S391","core_13",1
"Hispanic","second_cousins",2,"D13S317","core_13",0.9375
"Hispanic","second_cousins",2,"D16S539","core_13",0.9375
"Hispanic","second_cousins",2,"D18S51","core_13",1.27272727272727
"Hispanic","second_cousins",2,"D19S433","core_13",1
"Hispanic","second_cousins",2,"D1S1656","core_13",1
"Hispanic","second_cousins",2,"D21S11","core_13",0.9375
"Hispanic","second_cousins",2,"D22S1045","core_13",1
"Hispanic","second_cousins",2,"D2S1338","core_13",1
"Hispanic","second_cousins",2,"D2S441","core_13",1
"Hispanic","second_cousins",2,"D3S1358","core_13",1.02227011494253
"Hispanic","second_cousins",2,"D5S818","core_13",0.9375
"Hispanic","second_cousins",2,"D6S1043","core_13",1
"Hispanic","second_cousins",2,"D7S820","core_13",1.06688596491228
"Hispanic","second_cousins",2,"D8S1179","core_13",0.9375
"Hispanic","second_cousins",2,"F13A01","core_13",1
"Hispanic","second_cousins",2,"F13B","core_13",1
"Hispanic","second_cousins",2,"FESFPS","core_13",1
"Hispanic","second_cousins",2,"FGA","core_13",0.9375
"Hispanic","second_cousins",2,"LPL","core_13",1
"Hispanic","second_cousins",2,"Penta_C","core_13",1
"Hispanic","second_cousins",2,"Penta_D","core_13",1
"Hispanic","second_cousins",2,"Penta_E","core_13",1
"Hispanic","second_cousins",2,"SE33","core_13",1
"Hispanic","second_cousins",2,"TH01","core_13",1
"Hispanic","second_cousins",2,"TPOX","core_13",1.03116357350801
"Hispanic","second_cousins",2,"vWA","core_13",1.0010775862069
"Hispanic","unrelated",1,"CSF1PO","core_13",1
"Hispanic","unrelated",1,"D10S1248","core_13",1
"Hispanic","unrelated",1,"D12S391","core_13",1
"Hispanic","unrelated",1,"D13S317","core_13",1
"Hispanic","unrelated",1,"D16S539","core_13",1
"Hispanic","unrelated",1,"D18S51","core_13",1
"Hispanic","unrelated",1,"D19S433","core_13",1
"Hispanic","unrelated",1,"D1S1656","core_13",1
"Hispanic","unrelated",1,"D21S11","core_13",1
"Hispanic","unrelated",1,"D22S1045","core_13",1
"Hispanic","unrelated",1,"D2S1338","core_13",1
"Hispanic","unrelated",1,"D2S441","core_13",1
"Hispanic","unrelated",1,"D3S1358","core_13",1
"Hispanic","unrelated",1,"D5S818","core_13",1
"Hispanic","unrelated",1,"D6S1043","core_13",1
"Hispanic","unrelated",1,"D7S820","core_13",1
"Hispanic","unrelated",1,"D8S1179","core_13",1
"Hispanic","unrelated",1,"F13A01","core_13",1
"Hispanic","unrelated",1,"F13B","core_13",1
"Hispanic","unrelated",1,"FESFPS","core_13",1
"Hispanic","unrelated",1,"FGA","core_13",1
"Hispanic","unrelated",1,"LPL","core_13",1
"Hispanic","unrelated",1,"Penta_C","core_13",1
"Hispanic","unrelated",1,"Penta_D","core_13",1
"Hispanic","unrelated",1,"Penta_E","core_13",1
"Hispanic","unrelated",1,"SE33","core_13",1
"Hispanic","unrelated",1,"TH01","core_13",1
"Hispanic","unrelated",1,"TPOX","core_13",1
"Hispanic","unrelated",1,"vWA","core_13",1
"Hispanic","unrelated",2,"CSF1PO","core_13",1
"Hispanic","unrelated",2,"D10S1248","core_13",1
"Hispanic","unrelated",2,"D12S391","core_13",1
"Hispanic","unrelated",2,"D13S317","core_13",1
"Hispanic","unrelated",2,"D16S539","core_13",1
"Hispanic","unrelated",2,"D18S51","core_13",1
"Hispanic","unrelated",2,"D19S433","core_13",1
"Hispanic","unrelated",2,"D1S1656","core_13",1
"Hispanic","unrelated",2,"D21S11","core_13",1
"Hispanic","unrelated",2,"D22S1045","core_13",1
"Hispanic","unrelated",2,"D2S1338","core_13",1
"Hispanic","unrelated",2,"D2S441","core_13",1
"Hispanic","unrelated",2,"D3S1358","core_13",1
"Hispanic","unrelated",2,"D5S818","core_13",1
"Hispanic","unrelated",2,"D6S1043","core_13",1
"Hispanic","unrelated",2,"D7S820","core_13",1
"Hispanic","unrelated",2,"D8S1179","core_13",1
"Hispanic","unrelated",2,"F13A01","core_13",1
"Hispanic","unrelated",2,"F13B","core_13",1
"Hispanic","unrelated",2,"FESFPS","core_13",1
"Hispanic","unrelated",2,"FGA","core_13",1
"Hispanic","unrelated",2,"LPL","core_13",1
"Hispanic","unrelated",2,"Penta_C","core_13",1
"Hispanic","unrelated",2,"Penta_D","core_13",1
"Hispanic","unrelated",2,"Penta_E","core_13",1
"Hispanic","unrelated",2,"SE33","core_13",1
"Hispanic","unrelated",2,"TH01","core_13",1
"Hispanic","unrelated",2,"TPOX","core_13",1
"Hispanic","unrelated",2,"vWA","core_13",1
"Hispanic","unrelated",3,"CSF1PO","core_13",1
"Hispanic","unrelated",3,"D10S1248","core_13",1
"Hispanic","unrelated",3,"D12S391","core_13",1
"Hispanic","unrelated",3,"D13S317","core_13",1
"Hispanic","unrelated",3,"D16S539","core_13",1
"Hispanic","unrelated",3,"D18S51","core_13",1
"Hispanic","unrelated",3,"D19S433","core_13",1
"Hispanic","unrelated",3,"D1S1656","core_13",1
"Hispanic","unrelated",3,"D21S11","core_13",1
"Hispanic","unrelated",3,"D22S1045","core_13",1
"Hispanic","unrelated",3,"D2S1338","core_13",1
"Hispanic","unrelated",3,"D2S441","core_13",1
"Hispanic","unrelated",3,"D3S1358","core_13",1
"Hispanic","unrelated",3,"D5S818","core_13",1
"Hispanic","unrelated",3,"D6S1043","core_13",1
"Hispanic","unrelated",3,"D7S820","core_13",1
"Hispanic","unrelated",3,"D8S1179","core_13",1
"Hispanic","unrelated",3,"F13A01","core_13",1
"Hispanic","unrelated",3,"F13B","core_13",1
"Hispanic","unrelated",3,"FESFPS","core_13",1
