allele,marker,frequency,population
23.3,D19S433,0,Asian
23.3,D1S1656,0,Asian
23.3,D21S11,0,Asian
23.3,D22S1045,0,Asian
23.3,D2S1338,0,Asian
23.3,D2S441,0,Asian
23.3,D3S1358,0,Asian
23.3,D5S818,0,Asian
23.3,D6S1043,0,Asian
23.3,D7S820,0,Asian
23.3,D8S1179,0,Asian
23.3,F13A01,0,Asian
23.3,F13B,0,Asian
23.3,FESFPS,0,Asian
23.3,FGA,0,Asian
23.3,LPL,0,Asian
23.3,Penta_C,0,Asian
23.3,Penta_D,0,Asian
23.3,Penta_E,0,Asian
23.3,SE33,0,Asian
23.3,TH01,0,Asian
23.3,TPOX,0,Asian
23.3,vWA,0,Asian
24,CSF1PO,0,Asian
24,D10S1248,0,Asian
24,D12S391,0.0103092783505155,Asian
24,D13S317,0,Asian
24,D16S539,0,Asian
24,D18S51,0,Asian
24,D19S433,0,Asian
24,D1S1656,0,Asian
24,D21S11,0,Asian
24,D22S1045,0,Asian
24,D2S1338,0.128865979381443,Asian
24,D2S441,0,Asian
24,D3S1358,0,Asian
24,D5S818,0,Asian
24,D6S1043,0,Asian
24,D7S820,0,Asian
24,D8S1179,0,Asian
24,F13A01,0,Asian
24,F13B,0,Asian
24,FESFPS,0,Asian
24,FGA,0.149484536082474,Asian
24,LPL,0,Asian
24,Penta_C,0,Asian
24,Penta_D,0,Asian
24,Penta_E,0,Asian
24,SE33,0,Asian
24,TH01,0,Asian
24,TPOX,0,Asian
24,vWA,0,Asian
24.2,CSF1PO,0,Asian
24.2,D10S1248,0,Asian
24.2,D12S391,0,Asian
24.2,D13S317,0,Asian
24.2,D16S539,0,Asian
24.2,D18S51,0,Asian
24.2,D19S433,0,Asian
24.2,D1S1656,0,Asian
24.2,D21S11,0,Asian
24.2,D22S1045,0,Asian
24.2,D2S1338,0,Asian
24.2,D2S441,0,Asian
24.2,D3S1358,0,Asian
24.2,D5S818,0,Asian
24.2,D6S1043,0,Asian
24.2,D7S820,0,Asian
24.2,D8S1179,0,Asian
24.2,F13A01,0,Asian
24.2,F13B,0,Asian
24.2,FESFPS,0,Asian
24.2,FGA,0.00515463917525773,Asian
24.2,LPL,0,Asian
24.2,Penta_C,0,Asian
24.2,Penta_D,0,Asian
24.2,Penta_E,0,Asian
24.2,SE33,0.0618556701030928,Asian
24.2,TH01,0,Asian
24.2,TPOX,0,Asian
24.2,vWA,0,Asian
24.3,CSF1PO,0,Asian
24.3,D10S1248,0,Asian
24.3,D12S391,0.00515463917525773,Asian
24.3,D13S317,0,Asian
24.3,D16S539,0,Asian
24.3,D18S51,0,Asian
24.3,D19S433,0,Asian
24.3,D1S1656,0,Asian
24.3,D21S11,0,Asian
24.3,D22S1045,0,Asian
24.3,D2S1338,0,Asian
24.3,D2S441,0,Asian
24.3,D3S1358,0,Asian
24.3,D5S818,0,Asian
24.3,D6S1043,0,Asian
24.3,D7S820,0,Asian
24.3,D8S1179,0,Asian
24.3,F13A01,0,Asian
24.3,F13B,0,Asian
24.3,FESFPS,0,Asian
24.3,FGA,0,Asian
24.3,LPL,0,Asian
24.3,Penta_C,0,Asian
24.3,Penta_D,0,Asian
24.3,Penta_E,0,Asian
24.3,SE33,0,Asian
24.3,TH01,0,Asian
24.3,TPOX,0,Asian
24.3,vWA,0,Asian
25,CSF1PO,0,Asian
25,D10S1248,0,Asian
25,D12S391,0.0154639175257732,Asian
25,D13S317,0,Asian
25,D16S539,0,Asian
25,D18S51,0,Asian
25,D19S433,0,Asian
25,D1S1656,0,Asian
25,D21S11,0,Asian
25,D22S1045,0,Asian
25,D2S1338,0.0463917525773196,Asian
25,D2S441,0,Asian
25,D3S1358,0,Asian
25,D5S818,0,Asian
25,D6S1043,0,Asian
25,D7S820,0,Asian
25,D8S1179,0,Asian
25,F13A01,0,Asian
25,F13B,0,Asian
25,FESFPS,0,Asian
25,FGA,0.0721649484536082,Asian
25,LPL,0,Asian
25,Penta_C,0,Asian
25,Penta_D,0,Asian
25,Penta_E,0.00515463917525773,Asian
25,SE33,0,Asian
25,TH01,0,Asian
25,TPOX,0,Asian
25,vWA,0,Asian
25.2,CSF1PO,0,Asian
25.2,D10S1248,0,Asian
25.2,D12S391,0,Asian
25.2,D13S317,0,Asian
25.2,D16S539,0,Asian
25.2,D18S51,0,Asian
25.2,D19S433,0,Asian
25.2,D1S1656,0,Asian
25.2,D21S11,0,Asian
25.2,D22S1045,0,Asian
25.2,D2S1338,0,Asian
25.2,D2S441,0,Asian
25.2,D3S1358,0,Asian
25.2,D5S818,0,Asian
25.2,D6S1043,0,Asian
25.2,D7S820,0,Asian
25.2,D8S1179,0,Asian
25.2,F13A01,0,Asian
25.2,F13B,0,Asian
25.2,FESFPS,0,Asian
25.2,FGA,0,Asian
25.2,LPL,0,Asian
25.2,Penta_C,0,Asian
25.2,Penta_D,0,Asian
25.2,Penta_E,0,Asian
25.2,SE33,0.0567010309278351,Asian
25.2,TH01,0,Asian
25.2,TPOX,0,Asian
25.2,vWA,0,Asian
26,CSF1PO,0,Asian
26,D10S1248,0,Asian
26,D12S391,0.0103092783505155,Asian
26,D13S317,0,Asian
26,D16S539,0,Asian
26,D18S51,0,Asian
26,D19S433,0,Asian
26,D1S1656,0,Asian
26,D21S11,0,Asian
26,D22S1045,0,Asian
26,D2S1338,0.0360824742268041,Asian
26,D2S441,0,Asian
26,D3S1358,0,Asian
26,D5S818,0,Asian
26,D6S1043,0,Asian
26,D7S820,0,Asian
26,D8S1179,0,Asian
26,F13A01,0,Asian
26,F13B,0,Asian
26,FESFPS,0,Asian
26,FGA,0.0309278350515464,Asian
26,LPL,0,Asian
26,Penta_C,0,Asian
26,Penta_D,0,Asian
26,Penta_E,0,Asian
26,SE33,0,Asian
26,TH01,0,Asian
26,TPOX,0,Asian
26,vWA,0,Asian
26.2,CSF1PO,0,Asian
26.2,D10S1248,0,Asian
26.2,D12S391,0,Asian
26.2,D13S317,0,Asian
26.2,D16S539,0,Asian
26.2,D18S51,0,Asian
26.2,D19S433,0,Asian
26.2,D1S1656,0,Asian
26.2,D21S11,0,Asian
26.2,D22S1045,0,Asian
26.2,D2S1338,0,Asian
26.2,D2S441,0,Asian
26.2,D3S1358,0,Asian
26.2,D5S818,0,Asian
26.2,D6S1043,0,Asian
26.2,D7S820,0,Asian
26.2,D8S1179,0,Asian
26.2,F13A01,0,Asian
26.2,F13B,0,Asian
26.2,FESFPS,0,Asian
26.2,FGA,0,Asian
26.2,LPL,0,Asian
26.2,Penta_C,0,Asian
26.2,Penta_D,0,Asian
26.2,Penta_E,0,Asian
26.2,SE33,0.0721649484536082,Asian
26.2,TH01,0,Asian
26.2,TPOX,0,Asian
26.2,vWA,0,Asian
27,CSF1PO,0,Asian
27,D10S1248,0,Asian
27,D12S391,0.00515463917525773,Asian
27,D13S317,0,Asian
27,D16S539,0,Asian
27,D18S51,0,Asian
27,D19S433,0,Asian
27,D1S1656,0,Asian
27,D21S11,0,Asian
27,D22S1045,0,Asian
27,D2S1338,0.00515463917525773,Asian
27,D2S441,0,Asian
27,D3S1358,0,Asian
27,D5S818,0,Asian
27,D6S1043,0,Asian
27,D7S820,0,Asian
27,D8S1179,0,Asian
27,F13A01,0,Asian
27,F13B,0,Asian
27,FESFPS,0,Asian
27,FGA,0.00515463917525773,Asian
27,LPL,0,Asian
27,Penta_C,0,Asian
27,Penta_D,0,Asian
27,Penta_E,0,Asian
27,SE33,0,Asian
27,TH01,0,Asian
27,TPOX,0,Asian
27,vWA,0,Asian
27.2,CSF1PO,0,Asian
27.2,D10S1248,0,Asian
27.2,D12S391,0,Asian
27.2,D13S317,0,Asian
27.2,D16S539,0,Asian
27.2,D18S51,0,Asian
27.2,D19S433,0,Asian
27.2,D1S1656,0,Asian
27.2,D21S11,0,Asian
27.2,D22S1045,0,Asian
27.2,D2S1338,0,Asian
27.2,D2S441,0,Asian
27.2,D3S1358,0,Asian
27.2,D5S818,0,Asian
27.2,D6S1043,0,Asian
27.2,D7S820,0,Asian
27.2,D8S1179,0,Asian
27.2,F13A01,0,Asian
27.2,F13B,0,Asian
27.2,FESFPS,0,Asian
27.2,FGA,0,Asian
27.2,LPL,0,Asian
27.2,Penta_C,0,Asian
27.2,Penta_D,0,Asian
27.2,Penta_E,0,Asian
27.2,SE33,0.103092783505155,Asian
27.2,TH01,0,Asian
27.2,TPOX,0,Asian
27.2,vWA,0,Asian
27.3,CSF1PO,0,Asian
27.3,D10S1248,0,Asian
27.3,D12S391,0,Asian
27.3,D13S317,0,Asian
27.3,D16S539,0,Asian
27.3,D18S51,0,Asian
27.3,D19S433,0,Asian
27.3,D1S1656,0,Asian
27.3,D21S11,0,Asian
27.3,D22S1045,0,Asian
27.3,D2S1338,0,Asian
27.3,D2S441,0,Asian
27.3,D3S1358,0,Asian
27.3,D5S818,0,Asian
27.3,D6S1043,0,Asian
27.3,D7S820,0,Asian
27.3,D8S1179,0,Asian
27.3,F13A01,0,Asian
27.3,F13B,0,Asian
27.3,FESFPS,0,Asian
27.3,FGA,0,Asian
27.3,LPL,0,Asian
27.3,Penta_C,0,Asian
27.3,Penta_D,0,Asian
27.3,Penta_E,0,Asian
27.3,SE33,0,Asian
27.3,TH01,0,Asian
27.3,TPOX,0,Asian
27.3,vWA,0,Asian
28,CSF1PO,0,Asian
28,D10S1248,0,Asian
28,D12S391,0,Asian
28,D13S317,0,Asian
28,D16S539,0,Asian
28,D18S51,0.00515463917525773,Asian
28,D19S433,0,Asian
28,D1S1656,0,Asian
28,D21S11,0.0567010309278351,Asian
28,D22S1045,0,Asian
28,D2S1338,0,Asian
28,D2S441,0,Asian
28,D3S1358,0,Asian
28,D5S818,0,Asian
28,D6S1043,0,Asian
28,D7S820,0,Asian
28,D8S1179,0,Asian
28,F13A01,0,Asian
28,F13B,0,Asian
28,FESFPS,0,Asian
28,FGA,0,Asian
28,LPL,0,Asian
28,Penta_C,0,Asian
28,Penta_D,0,Asian
28,Penta_E,0,Asian
28,SE33,0,Asian
28,TH01,0,Asian
28,TPOX,0,Asian
28,vWA,0,Asian
28.2,CSF1PO,0,Asian
28.2,D10S1248,0,Asian
28.2,D12S391,0,Asian
28.2,D13S317,0,Asian
28.2,D16S539,0,Asian
28.2,D18S51,0,Asian
28.2,D19S433,0,Asian
28.2,D1S1656,0,Asian
28.2,D21S11,0.00515463917525773,Asian
28.2,D22S1045,0,Asian
28.2,D2S1338,0,Asian
28.2,D2S441,0,Asian
28.2,D3S1358,0,Asian
28.2,D5S818,0,Asian
28.2,D6S1043,0,Asian
28.2,D7S820,0,Asian
28.2,D8S1179,0,Asian
28.2,F13A01,0,Asian
28.2,F13B,0,Asian
28.2,FESFPS,0,Asian
28.2,FGA,0,Asian
28.2,LPL,0,Asian
28.2,Penta_C,0,Asian
28.2,Penta_D,0,Asian
28.2,Penta_E,0,Asian
28.2,SE33,0.077319587628866,Asian
28.2,TH01,0,Asian
28.2,TPOX,0,Asian
28.2,vWA,0,Asian
28.3,CSF1PO,0,Asian
28.3,D10S1248,0,Asian
28.3,D12S391,0,Asian
28.3,D13S317,0,Asian
28.3,D16S539,0,Asian
28.3,D18S51,0,Asian
28.3,D19S433,0,Asian
28.3,D1S1656,0,Asian
28.3,D21S11,0,Asian
28.3,D22S1045,0,Asian
28.3,D2S1338,0,Asian
28.3,D2S441,0,Asian
28.3,D3S1358,0,Asian
28.3,D5S818,0,Asian
28.3,D6S1043,0,Asian
28.3,D7S820,0,Asian
28.3,D8S1179,0,Asian
28.3,F13A01,0,Asian
28.3,F13B,0,Asian
28.3,FESFPS,0,Asian
28.3,FGA,0,Asian
28.3,LPL,0,Asian
28.3,Penta_C,0,Asian
28.3,Penta_D,0,Asian
28.3,Penta_E,0,Asian
28.3,SE33,0,Asian
28.3,TH01,0,Asian
28.3,TPOX,0,Asian
28.3,vWA,0,Asian
29,CSF1PO,0,Asian
29,D10S1248,0,Asian
29,D12S391,0,Asian
29,D13S317,0,Asian
29,D16S539,0,Asian
29,D18S51,0,Asian
29,D19S433,0,Asian
29,D1S1656,0,Asian
29,D21S11,0.201030927835052,Asian
29,D22S1045,0,Asian
29,D2S1338,0,Asian
29,D2S441,0,Asian
29,D3S1358,0,Asian
29,D5S818,0,Asian
29,D6S1043,0,Asian
29,D7S820,0,Asian
29,D8S1179,0,Asian
29,F13A01,0,Asian
29,F13B,0,Asian
29,FESFPS,0,Asian
29,FGA,0,Asian
29,LPL,0,Asian
29,Penta_C,0,Asian
29,Penta_D,0,Asian
29,Penta_E,0,Asian
29,SE33,0,Asian
29,TH01,0,Asian
29,TPOX,0,Asian
29,vWA,0,Asian
29.2,CSF1PO,0,Asian
29.2,D10S1248,0,Asian
29.2,D12S391,0,Asian
29.2,D13S317,0,Asian
29.2,D16S539,0,Asian
29.2,D18S51,0,Asian
29.2,D19S433,0,Asian
29.2,D1S1656,0,Asian
29.2,D21S11,0,Asian
29.2,D22S1045,0,Asian
29.2,D2S1338,0,Asian
29.2,D2S441,0,Asian
29.2,D3S1358,0,Asian
29.2,D5S818,0,Asian
29.2,D6S1043,0,Asian
29.2,D7S820,0,Asian
29.2,D8S1179,0,Asian
29.2,F13A01,0,Asian
29.2,F13B,0,Asian
29.2,FESFPS,0,Asian
29.2,FGA,0,Asian
29.2,LPL,0,Asian
29.2,Penta_C,0,Asian
29.2,Penta_D,0,Asian
29.2,Penta_E,0,Asian
29.2,SE33,0.0618556701030928,Asian
29.2,TH01,0,Asian
29.2,TPOX,0,Asian
29.2,vWA,0,Asian
29.3,CSF1PO,0,Asian
29.3,D10S1248,0,Asian
29.3,D12S391,0,Asian
29.3,D13S317,0,Asian
29.3,D16S539,0,Asian
29.3,D18S51,0,Asian
29.3,D19S433,0,Asian
29.3,D1S1656,0,Asian
29.3,D21S11,0,Asian
29.3,D22S1045,0,Asian
29.3,D2S1338,0,Asian
29.3,D2S441,0,Asian
29.3,D3S1358,0,Asian
29.3,D5S818,0,Asian
29.3,D6S1043,0,Asian
29.3,D7S820,0,Asian
29.3,D8S1179,0,Asian
29.3,F13A01,0,Asian
29.3,F13B,0,Asian
29.3,FESFPS,0,Asian
29.3,FGA,0,Asian
29.3,LPL,0,Asian
29.3,Penta_C,0,Asian
29.3,Penta_D,0,Asian
29.3,Penta_E,0,Asian
29.3,SE33,0,Asian
29.3,TH01,0,Asian
29.3,TPOX,0,Asian
29.3,vWA,0,Asian
30,CSF1PO,0,Asian
30,D10S1248,0,Asian
30,D12S391,0,Asian
30,D13S317,0,Asian
30,D16S539,0,Asian
30,D18S51,0,Asian
30,D19S433,0,Asian
30,D1S1656,0,Asian
30,D21S11,0.329896907216495,Asian
30,D22S1045,0,Asian
30,D2S1338,0,Asian
30,D2S441,0,Asian
30,D3S1358,0,Asian
30,D5S818,0,Asian
30,D6S1043,0,Asian
30,D7S820,0,Asian
30,D8S1179,0,Asian
30,F13A01,0,Asian
30,F13B,0,Asian
30,FESFPS,0,Asian
30,FGA,0,Asian
30,LPL,0,Asian
30,Penta_C,0,Asian
30,Penta_D,0,Asian
30,Penta_E,0,Asian
30,SE33,0,Asian
30,TH01,0,Asian
30,TPOX,0,Asian
30,vWA,0,Asian
30.2,CSF1PO,0,Asian
30.2,D10S1248,0,Asian
30.2,D12S391,0,Asian
30.2,D13S317,0,Asian
30.2,D16S539,0,Asian
30.2,D18S51,0,Asian
30.2,D19S433,0,Asian
30.2,D1S1656,0,Asian
30.2,D21S11,0.00515463917525773,Asian
30.2,D22S1045,0,Asian
30.2,D2S1338,0,Asian
30.2,D2S441,0,Asian
30.2,D3S1358,0,Asian
30.2,D5S818,0,Asian
30.2,D6S1043,0,Asian
30.2,D7S820,0,Asian
30.2,D8S1179,0,Asian
30.2,F13A01,0,Asian
30.2,F13B,0,Asian
30.2,FESFPS,0,Asian
30.2,FGA,0,Asian
30.2,LPL,0,Asian
30.2,Penta_C,0,Asian
30.2,Penta_D,0,Asian
30.2,Penta_E,0,Asian
30.2,SE33,0.0360824742268041,Asian
30.2,TH01,0,Asian
30.2,TPOX,0,Asian
30.2,vWA,0,Asian
30.3,CSF1PO,0,Asian
30.3,D10S1248,0,Asian
30.3,D12S391,0,Asian
30.3,D13S317,0,Asian
30.3,D16S539,0,Asian
30.3,D18S51,0,Asian
30.3,D19S433,0,Asian
30.3,D1S1656,0,Asian
30.3,D21S11,0.0103092783505155,Asian
30.3,D22S1045,0,Asian
30.3,D2S1338,0,Asian
30.3,D2S441,0,Asian
30.3,D3S1358,0,Asian
30.3,D5S818,0,Asian
30.3,D6S1043,0,Asian
30.3,D7S820,0,Asian
30.3,D8S1179,0,Asian
30.3,F13A01,0,Asian
30.3,F13B,0,Asian
30.3,FESFPS,0,Asian
30.3,FGA,0,Asian
30.3,LPL,0,Asian
30.3,Penta_C,0,Asian
30.3,Penta_D,0,Asian
30.3,Penta_E,0,Asian
30.3,SE33,0,Asian
30.3,TH01,0,Asian
30.3,TPOX,0,Asian
30.3,vWA,0,Asian
31,CSF1PO,0,Asian
31,D10S1248,0,Asian
31,D12S391,0,Asian
31,D13S317,0,Asian
31,D16S539,0,Asian
31,D18S51,0,Asian
31,D19S433,0,Asian
31,D1S1656,0,Asian
31,D21S11,0.123711340206186,Asian
31,D22S1045,0,Asian
31,D2S1338,0,Asian
31,D2S441,0,Asian
31,D3S1358,0,Asian
31,D5S818,0,Asian
31,D6S1043,0,Asian
31,D7S820,0,Asian
31,D8S1179,0,Asian
31,F13A01,0,Asian
31,F13B,0,Asian
31,FESFPS,0,Asian
31,FGA,0,Asian
31,LPL,0,Asian
31,Penta_C,0,Asian
31,Penta_D,0,Asian
31,Penta_E,0,Asian
31,SE33,0,Asian
31,TH01,0,Asian
31,TPOX,0,Asian
31,vWA,0,Asian
31.2,CSF1PO,0,Asian
31.2,D10S1248,0,Asian
31.2,D12S391,0,Asian
31.2,D13S317,0,Asian
31.2,D16S539,0,Asian
31.2,D18S51,0,Asian
31.2,D19S433,0,Asian
31.2,D1S1656,0,Asian
31.2,D21S11,0.0360824742268041,Asian
31.2,D22S1045,0,Asian
31.2,D2S1338,0,Asian
31.2,D2S441,0,Asian
31.2,D3S1358,0,Asian
31.2,D5S818,0,Asian
31.2,D6S1043,0,Asian
31.2,D7S820,0,Asian
31.2,D8S1179,0,Asian
31.2,F13A01,0,Asian
31.2,F13B,0,Asian
31.2,FESFPS,0,Asian
31.2,FGA,0,Asian
31.2,LPL,0,Asian
31.2,Penta_C,0,Asian
31.2,Penta_D,0,Asian
31.2,Penta_E,0,Asian
31.2,SE33,0.0257731958762887,Asian
31.2,TH01,0,Asian
31.2,TPOX,0,Asian
31.2,vWA,0,Asian
32,CSF1PO,0,Asian
32,D10S1248,0,Asian
32,D12S391,0,Asian
32,D13S317,0,Asian
32,D16S539,0,Asian
32,D18S51,0,Asian
32,D19S433,0,Asian
32,D1S1656,0,Asian
32,D21S11,0.0567010309278351,Asian
32,D22S1045,0,Asian
32,D2S1338,0,Asian
32,D2S441,0,Asian
32,D3S1358,0,Asian
32,D5S818,0,Asian
32,D6S1043,0,Asian
32,D7S820,0,Asian
32,D8S1179,0,Asian
32,F13A01,0,Asian
32,F13B,0,Asian
32,FESFPS,0,Asian
32,FGA,0,Asian
32,LPL,0,Asian
32,Penta_C,0,Asian
32,Penta_D,0,Asian
32,Penta_E,0,Asian
32,SE33,0,Asian
32,TH01,0,Asian
32,TPOX,0,Asian
32,vWA,0,Asian
32.2,CSF1PO,0,Asian
32.2,D10S1248,0,Asian
32.2,D12S391,0,Asian
32.2,D13S317,0,Asian
32.2,D16S539,0,Asian
32.2,D18S51,0,Asian
32.2,D19S433,0,Asian
32.2,D1S1656,0,Asian
32.2,D21S11,0.11340206185567,Asian
32.2,D22S1045,0,Asian
32.2,D2S1338,0,Asian
32.2,D2S441,0,Asian
32.2,D3S1358,0,Asian
32.2,D5S818,0,Asian
32.2,D6S1043,0,Asian
32.2,D7S820,0,Asian
32.2,D8S1179,0,Asian
32.2,F13A01,0,Asian
32.2,F13B,0,Asian
32.2,FESFPS,0,Asian
32.2,FGA,0,Asian
32.2,LPL,0,Asian
32.2,Penta_C,0,Asian
32.2,Penta_D,0,Asian
32.2,Penta_E,0,Asian
32.2,SE33,0.0103092783505155,Asian
32.2,TH01,0,Asian
32.2,TPOX,0,Asian
32.2,vWA,0,Asian
33,CSF1PO,0,Asian
33,D10S1248,0,Asian
33,D12S391,0,Asian
33,D13S317,0,Asian
33,D16S539,0,Asian
33,D18S51,0,Asian
33,D19S433,0,Asian
33,D1S1656,0,Asian
33,D21S11,0.0154639175257732,Asian
33,D22S1045,0,Asian
33,D2S1338,0,Asian
33,D2S441,0,Asian
33,D3S1358,0,Asian
33,D5S818,0,Asian
33,D6S1043,0,Asian
33,D7S820,0,Asian
33,D8S1179,0,Asian
33,F13A01,0,Asian
33,F13B,0,Asian
33,FESFPS,0,Asian
33,FGA,0,Asian
33,LPL,0,Asian
33,Penta_C,0,Asian
33,Penta_D,0,Asian
33,Penta_E,0,Asian
33,SE33,0,Asian
33,TH01,0,Asian
33,TPOX,0,Asian
33,vWA,0,Asian
33.1,CSF1PO,0,Asian
33.1,D10S1248,0,Asian
33.1,D12S391,0,Asian
33.1,D13S317,0,Asian
33.1,D16S539,0,Asian
33.1,D18S51,0,Asian
33.1,D19S433,0,Asian
33.1,D1S1656,0,Asian
33.1,D21S11,0,Asian
33.1,D22S1045,0,Asian
33.1,D2S1338,0,Asian
33.1,D2S441,0,Asian
33.1,D3S1358,0,Asian
33.1,D5S818,0,Asian
33.1,D6S1043,0,Asian
33.1,D7S820,0,Asian
33.1,D8S1179,0,Asian
33.1,F13A01,0,Asian
33.1,F13B,0,Asian
33.1,FESFPS,0,Asian
33.1,FGA,0,Asian
33.1,LPL,0,Asian
33.1,Penta_C,0,Asian
33.1,Penta_D,0,Asian
33.1,Penta_E,0,Asian
33.1,SE33,0,Asian
33.1,TH01,0,Asian
33.1,TPOX,0,Asian
33.1,vWA,0,Asian
33.2,CSF1PO,0,Asian
33.2,D10S1248,0,Asian
33.2,D12S391,0,Asian
33.2,D13S317,0,Asian
33.2,D16S539,0,Asian
33.2,D18S51,0,Asian
33.2,D19S433,0,Asian
33.2,D1S1656,0,Asian
33.2,D21S11,0.0463917525773196,Asian
33.2,D22S1045,0,Asian
33.2,D2S1338,0,Asian
33.2,D2S441,0,Asian
33.2,D3S1358,0,Asian
33.2,D5S818,0,Asian
33.2,D6S1043,0,Asian
33.2,D7S820,0,Asian
33.2,D8S1179,0,Asian
33.2,F13A01,0,Asian
33.2,F13B,0,Asian
33.2,FESFPS,0,Asian
33.2,FGA,0,Asian
33.2,LPL,0,Asian
33.2,Penta_C,0,Asian
33.2,Penta_D,0,Asian
33.2,Penta_E,0,Asian
33.2,SE33,0,Asian
33.2,TH01,0,Asian
33.2,TPOX,0,Asian
33.2,vWA,0,Asian
34,CSF1PO,0,Asian
34,D10S1248,0,Asian
34,D12S391,0,Asian
34,D13S317,0,Asian
34,D16S539,0,Asian
34,D18S51,0,Asian
34,D19S433,0,Asian
34,D1S1656,0,Asian
34,D21S11,0,Asian
34,D22S1045,0,Asian
34,D2S1338,0,Asian
34,D2S441,0,Asian
34,D3S1358,0,Asian
34,D5S818,0,Asian
34,D6S1043,0,Asian
34,D7S820,0,Asian
34,D8S1179,0,Asian
34,F13A01,0,Asian
34,F13B,0,Asian
34,FESFPS,0,Asian
34,FGA,0,Asian
34,LPL,0,Asian
34,Penta_C,0,Asian
34,Penta_D,0,Asian
34,Penta_E,0,Asian
34,SE33,0,Asian
34,TH01,0,Asian
34,TPOX,0,Asian
34,vWA,0,Asian
34.2,CSF1PO,0,Asian
34.2,D10S1248,0,Asian
34.2,D12S391,0,Asian
34.2,D13S317,0,Asian
34.2,D16S539,0,Asian
34.2,D18S51,0,Asian
34.2,D19S433,0,Asian
34.2,D1S1656,0,Asian
34.2,D21S11,0,Asian
34.2,D22S1045,0,Asian
34.2,D2S1338,0,Asian
34.2,D2S441,0,Asian
34.2,D3S1358,0,Asian
34.2,D5S818,0,Asian
34.2,D6S1043,0,Asian
34.2,D7S820,0,Asian
34.2,D8S1179,0,Asian
34.2,F13A01,0,Asian
34.2,F13B,0,Asian
34.2,FESFPS,0,Asian
34.2,FGA,0,Asian
34.2,LPL,0,Asian
34.2,Penta_C,0,Asian
34.2,Penta_D,0,Asian
34.2,Penta_E,0,Asian
34.2,SE33,0,Asian
34.2,TH01,0,Asian
34.2,TPOX,0,Asian
34.2,vWA,0,Asian
35,CSF1PO,0,Asian
35,D10S1248,0,Asian
35,D12S391,0,Asian
35,D13S317,0,Asian
35,D16S539,0,Asian
35,D18S51,0,Asian
35,D19S433,0,Asian
35,D1S1656,0,Asian
35,D21S11,0,Asian
35,D22S1045,0,Asian
35,D2S1338,0,Asian
35,D2S441,0,Asian
35,D3S1358,0,Asian
35,D5S818,0,Asian
35,D6S1043,0,Asian
35,D7S820,0,Asian
35,D8S1179,0,Asian
35,F13A01,0,Asian
35,F13B,0,Asian
35,FESFPS,0,Asian
35,FGA,0,Asian
35,LPL,0,Asian
35,Penta_C,0,Asian
35,Penta_D,0,Asian
35,Penta_E,0,Asian
35,SE33,0,Asian
35,TH01,0,Asian
35,TPOX,0,Asian
35,vWA,0,Asian
36,CSF1PO,0,Asian
36,D10S1248,0,Asian
36,D12S391,0,Asian
36,D13S317,0,Asian
36,D16S539,0,Asian
36,D18S51,0,Asian
36,D19S433,0,Asian
36,D1S1656,0,Asian
36,D21S11,0,Asian
36,D22S1045,0,Asian
36,D2S1338,0,Asian
36,D2S441,0,Asian
36,D3S1358,0,Asian
36,D5S818,0,Asian
36,D6S1043,0,Asian
36,D7S820,0,Asian
36,D8S1179,0,Asian
36,F13A01,0,Asian
36,F13B,0,Asian
36,FESFPS,0,Asian
36,FGA,0,Asian
36,LPL,0,Asian
36,Penta_C,0,Asian
36,Penta_D,0,Asian
36,Penta_E,0,Asian
36,SE33,0,Asian
36,TH01,0,Asian
36,TPOX,0,Asian
36,vWA,0,Asian
37,CSF1PO,0,Asian
37,D10S1248,0,Asian
37,D12S391,0,Asian
37,D13S317,0,Asian
37,D16S539,0,Asian
37,D18S51,0,Asian
37,D19S433,0,Asian
37,D1S1656,0,Asian
37,D21S11,0,Asian
37,D22S1045,0,Asian
37,D2S1338,0,Asian
37,D2S441,0,Asian
37,D3S1358,0,Asian
37,D5S818,0,Asian
37,D6S1043,0,Asian
37,D7S820,0,Asian
37,D8S1179,0,Asian
37,F13A01,0,Asian
37,F13B,0,Asian
37,FESFPS,0,Asian
37,FGA,0,Asian
37,LPL,0,Asian
37,Penta_C,0,Asian
37,Penta_D,0,Asian
37,Penta_E,0,Asian
37,SE33,0,Asian
37,TH01,0,Asian
37,TPOX,0,Asian
37,vWA,0,Asian
38,CSF1PO,0,Asian
38,D10S1248,0,Asian
38,D12S391,0,Asian
38,D13S317,0,Asian
38,D16S539,0,Asian
38,D18S51,0,Asian
38,D19S433,0,Asian
38,D1S1656,0,Asian
38,D21S11,0,Asian
38,D22S1045,0,Asian
38,D2S1338,0,Asian
38,D2S441,0,Asian
38,D3S1358,0,Asian
38,D5S818,0,Asian
38,D6S1043,0,Asian
38,D7S820,0,Asian
38,D8S1179,0,Asian
38,F13A01,0,Asian
38,F13B,0,Asian
38,FESFPS,0,Asian
38,FGA,0,Asian
38,LPL,0,Asian
38,Penta_C,0,Asian
38,Penta_D,0,Asian
38,Penta_E,0,Asian
38,SE33,0,Asian
38,TH01,0,Asian
38,TPOX,0,Asian
38,vWA,0,Asian
39,CSF1PO,0,Asian
39,D10S1248,0,Asian
39,D12S391,0,Asian
39,D13S317,0,Asian
39,D16S539,0,Asian
39,D18S51,0,Asian
39,D19S433,0,Asian
39,D1S1656,0,Asian
