ID1	POP1	ID2	POP2	IBD_CM_SUM
HG03741	STU	HG03991	STU	6.890056
HG00269	FIN	HG00358	FIN	13.81286
HG00269	FIN	HG00361	FIN	38.3363
HG02952	ESN	HG03121	ESN	11.27805
HG03729	ITU	HG03864	ITU	15.10823
HG01198	PUR	NA19454	LWK	5.599579
HG01363	CLM	HG01464	CLM	18.87377
HG03097	MSL	HG03455	MSL	9.379753
HG02688	PJL	HG02784	PJL	13.14882
HG01198	PUR	HG01302	PUR	30.77637
HG01051	PUR	HG01171	PUR	14.0755
HG02688	PJL	HG03018	PJL	34.54861
HG02153	CDX	HG02383	CDX	8.088642
HG02339	ACB	NA20342	ASW	6.553616
HG02688	PJL	HG02778	PJL	36.28197
HG00269	FIN	HG00368	FIN	30.36324
HG01124	CLM	HG01491	CLM	23.0106
NA21103	GIH	NA21104	GIH	136.205
HG02947	ESN	HG02970	ESN	25.71597
HG01085	PUR	HG01108	PUR	28.72415
NA19351	LWK	NA19383	LWK	5.512085
HG00640	PUR	HG01395	PUR	39.22148
HG00732	PUR	HG01402	PUR	66.81894
HG01986	ACB	HG02315	ACB	21.00388
HG00732	PUR	HG01182	PUR	52.21067
HG00640	PUR	HG01403	PUR	58.63432
HG02309	ACB	HG02558	ACB	16.158
HG02586	GWD	HG02760	GWD	8.559998
HG01085	PUR	HG01111	PUR	66.52497
HG02952	ESN	HG03190	ESN	24.42245
HG01104	PUR	HG01177	PUR	35.6411
HG02014	ACB	HG02419	ACB	24.50827
HG01104	PUR	HG01392	PUR	20.03284
HG00732	PUR	HG01064	PUR	44.75798
HG00280	FIN	HG00349	FIN	6.185299
HG00732	PUR	HG01465	CLM	5.619338
HG02775	PJL	HG02784	PJL	21.38223
HG01104	PUR	HG01412	PUR	11.26988
HG02775	PJL	HG03640	PJL	26.77919
HG01104	PUR	HG01325	PUR	18.14481
HG02574	GWD	HG02702	GWD	5.747742
HG00732	PUR	HG01303	PUR	27.69229
HG02775	PJL	HG03016	PJL	51.62968
HG03727	ITU	HG03882	ITU	6.782455
HG00732	PUR	HG01069	PUR	50.0038
HG01104	PUR	HG01303	PUR	49.2187
HG03692	STU	HG03849	STU	112.1706
HG00732	PUR	HG01054	PUR	67.3966
NA19351	LWK	NA19439	LWK	18.2454
HG01124	CLM	HG01176	PUR	5.128357
HG00640	PUR	HG01069	PUR	22.37523
HG02808	GWD	NA20289	ASW	5.073608
HG00640	PUR	HG01070	PUR	35.35499
HG03692	STU	HG03896	STU	609.642
HG00640	PUR	HG01097	PUR	28.33177
HG02775	PJL	HG02792	PJL	27.44352
NA21103	GIH	NA21119	GIH	17.63288
HG01104	PUR	HG01170	PUR	49.99968
HG00640	PUR	HG01054	PUR	73.81305
HG00732	PUR	HG01079	PUR	56.06706
HG02684	PJL	HG02774	PJL	10.18115
HG00640	PUR	HG01402	PUR	85.17212
HG01124	CLM	HG01437	CLM	36.17782
HG00732	PUR	HG00733	PUR	3368.493
HG00640	PUR	HG00731	PUR	68.50546
HG02775	PJL	HG03706	PJL	23.53335
HG02952	ESN	HG03120	ESN	13.31619
HG00732	PUR	HG01190	PUR	33.9877
NA20851	GIH	NA21103	GIH	5.303268
HG00640	PUR	HG01190	PUR	70.58447
HG00640	PUR	HG01325	PUR	22.01305
HG02684	PJL	HG02786	PJL	19.35818
HG00732	PUR	HG01241	PUR	14.39513
HG03097	MSL	HG03388	MSL	15.17354
HG00640	PUR	HG01176	PUR	53.83128
HG02364	CDX	HG02371	CDX	9.586296
HG02783	PJL	HG02786	PJL	20.59538
HG00732	PUR	HG01085	PUR	7.073242
HG03727	ITU	HG04239	ITU	14.18759
HG00231	GBR	HG00254	GBR	5.138504
HG00640	PUR	HG01174	PUR	56.45419
HG02783	PJL	HG03705	PJL	33.97427
HG01241	PUR	HG01392	PUR	10.45195
HG01124	CLM	HG01447	CLM	15.89339
HG01198	PUR	HG01204	PUR	16.70848
HG01085	PUR	HG01182	PUR	54.3622
HG02186	CDX	HG02371	CDX	5.705227
HG01357	CLM	HG01369	CLM	19.33207
HG01137	CLM	HG01357	CLM	21.40193
HG00732	PUR	HG01055	PUR	24.66427
HG01357	CLM	HG01551	CLM	6.171734
HG02775	PJL	HG02793	PJL	44.50258
HG00274	FIN	HG00280	FIN	5.505844
HG01124	CLM	HG01253	CLM	18.27163
HG01357	CLM	HG01383	CLM	60.93242
HG00274	FIN	HG00315	FIN	13.58395
HG03752	STU	HG03836	STU	310.4857
HG02968	ESN	HG03372	ESN	7.625916
HG01357	CLM	HG01437	CLM	31.20523
HG00672	CHS	HG00698	CHS	171.6138
HG00178	FIN	HG00188	FIN	22.00654
HG02968	ESN	HG03267	ESN	7.226868
HG02968	ESN	HG03280	ESN	11.00029
HG01921	PEL	HG01947	PEL	10.30453
HG00178	FIN	HG00324	FIN	5.461296
HG01137	CLM	HG01459	CLM	18.40682
HG00178	FIN	HG00282	FIN	21.89341
NA19395	LWK	NA19448	LWK	11.63187
HG01849	KHV	HG02522	KHV	12.4556
HG00275	FIN	HG00282	FIN	17.19579
HG00732	PUR	HG01171	PUR	30.00526
HG01085	PUR	HG01303	PUR	38.99904
HG01357	CLM	HG01447	CLM	13.14377
HG01357	CLM	HG01474	CLM	59.82574
HG03567	MSL	HG03572	MSL	63.58988
HG00742	PUR	HG01107	PUR	61.31653
HG00732	PUR	HG01072	PUR	64.87847
HG00742	PUR	HG01061	PUR	22.45114
HG02775	PJL	HG02780	PJL	44.57874
HG03692	STU	HG03894	STU	151.5127
HG01124	CLM	HG01351	CLM	16.71784
HG00732	PUR	HG01168	PUR	53.83365
HG00280	FIN	HG00345	FIN	16.52597
HG01104	PUR	HG01403	PUR	35.46964
HG00732	PUR	HG01066	PUR	34.28142
HG03692	STU	HG03913	BEB	11.49301
HG01104	PUR	HG01395	PUR	35.78257
HG01104	PUR	HG01188	PUR	5.182732
HG00732	PUR	HG01052	PUR	72.70679
HG03567	MSL	HG03583	MSL	88.70647
HG00732	PUR	HG00736	PUR	11.70799
NA18971	JPT	NA19012	JPT	6.431803
HG00732	PUR	HG01060	PUR	53.75052
HG00732	PUR	HG01188	PUR	30.96772
NA21103	GIH	NA21130	GIH	26.36914
HG01085	PUR	HG01170	PUR	28.11551
HG00640	PUR	HG01171	PUR	48.02196
HG03686	STU	HG03687	STU	5.473221
HG02186	CDX	HG02190	CDX	9.349045
HG01357	CLM	HG01459	CLM	22.12002
HG02775	PJL	HG02778	PJL	42.91555
HG02783	PJL	HG02793	PJL	94.28983
HG02586	GWD	HG02879	GWD	13.86887
HG02186	CDX	HG02386	CDX	10.22287
HG00280	FIN	HG00334	FIN	14.56928
HG02947	ESN	NA19149	YRI	5.621857
HG01509	IBS	HG01531	IBS	5.597839
HG01357	CLM	HG01375	CLM	21.35145
HG02952	ESN	HG03372	ESN	9.968414
HG00280	FIN	HG00323	FIN	27.16904
HG01104	PUR	HG01308	PUR	13.79908
HG01509	IBS	NA19676	MXL	5.085541
HG00732	PUR	HG01088	PUR	75.3265
NA19434	LWK	NA19445	LWK	13.39689
HG02284	ACB	HG02537	ACB	8.161118
HG01849	KHV	HG01862	KHV	14.0667
HG00350	FIN	HG00360	FIN	5.639238
HG01095	PUR	HG01392	PUR	21.40756
HG01357	CLM	HG01550	CLM	93.85604
HG03752	STU	HG03848	STU	5.418198
HG00275	FIN	HG00375	FIN	6.201202
HG00350	FIN	HG00362	FIN	12.1637
HG03108	ESN	HG03193	ESN	21.06722
HG01089	PUR	HG01101	PUR	42.38939
HG01095	PUR	HG01308	PUR	67.36112
HG01089	PUR	HG01325	PUR	17.48766
NA19019	LWK	NA19391	LWK	10.70102
HG00280	FIN	HG00361	FIN	10.24844
NA19625	ASW	NA20282	ASW	22.5312
HG01089	PUR	HG01176	PUR	57.08016
HG00275	FIN	HG00365	FIN	10.95294
HG01089	PUR	HG01197	PUR	35.70962
NA20869	GIH	NA21106	GIH	21.74023
HG01137	CLM	HG01479	CLM	26.81123
HG00178	FIN	HG00343	FIN	16.15097
HG01095	PUR	HG01105	PUR	29.1656
HG01357	CLM	HG01468	CLM	40.72459
HG01089	PUR	HG01161	PUR	22.55419
HG01200	PUR	HG01205	PUR	16.84215
HG00742	PUR	HG01247	PUR	11.33505
HG01089	PUR	HG01412	PUR	22.94411
HG02922	ESN	HG03108	ESN	7.908707
HG01137	CLM	HG01251	CLM	16.70195
NA19190	YRI	NA19210	YRI	5.865128
HG02922	ESN	HG02952	ESN	7.999344
NA19313	LWK	NA19334	LWK	1478.411
HG01095	PUR	HG01176	PUR	19.7573
HG01137	CLM	HG01369	CLM	29.26619
HG00742	PUR	HG01323	PUR	49.72153
HG03692	STU	HG03995	STU	140.9044
NA19625	ASW	NA20274	ASW	1634.713
HG03121	ESN	HG03300	ESN	6.919037
HG01357	CLM	HG01494	CLM	37.27908
HG01089	PUR	HG01104	PUR	13.62384
HG01089	PUR	HG01326	PUR	46.21167
HG00742	PUR	HG01183	PUR	30.45511
HG01357	CLM	HG01360	CLM	11.81281
HG02922	ESN	HG03193	ESN	5.520325
HG01776	IBS	NA19756	MXL	6.229584
HG00742	PUR	HG01066	PUR	16.51708
HG01357	CLM	HG01497	CLM	43.30042
HG03754	STU	HG03854	STU	41.82166
HG01137	CLM	HG01474	CLM	54.01772
NA19038	LWK	NA19390	LWK	5.399902
HG01137	CLM	HG01447	CLM	20.15358
HG00274	FIN	HG00337	FIN	6.271484
HG03692	STU	HG03760	STU	8.028504
HG00101	GBR	HG00118	GBR	31.13035
HG03754	STU	HG03837	STU	32.5977
HG00275	FIN	HG00311	FIN	10.5845
HG01357	CLM	HG01374	CLM	19.14368
HG00274	FIN	HG00288	FIN	28.83683
HG01089	PUR	HG01375	CLM	6.056534
HG03754	STU	HG03884	STU	31.59366
HG00742	PUR	HG01187	PUR	65.41461
HG01085	PUR	HG01191	PUR	18.92943
HG03754	STU	HG04042	STU	11.84904
HG03692	STU	HG03949	STU	6.922302
HG00742	PUR	HG01088	PUR	11.99521
HG01921	PEL	HG02275	PEL	5.100235
HG01867	KHV	HG02070	KHV	6.394226
HG00101	GBR	HG00125	GBR	31.01666
HG03692	STU	HG03900	STU	10.43576
HG00274	FIN	HG00327	FIN	6.148865
HG00553	PUR	HG00740	PUR	29.98217
NA20527	TSI	NA20783	TSI	5.225744
NA20521	TSI	NA20586	TSI	12.55975
NA20902	GIH	NA21127	GIH	5.273209
HG01892	PEL	HG01982	PEL	20.76024
HG00553	PUR	HG01101	PUR	49.50442
HG01791	GBR	NA12154	CEU	5.343628
HG00274	FIN	HG00332	FIN	10.83921
HG00553	PUR	HG00733	PUR	53.54717
NA19346	LWK	NA19395	LWK	571.2461
HG00178	FIN	HG00373	FIN	5.137573
NA19319	LWK	NA19445	LWK	5.833847
HG03108	ESN	HG03195	ESN	14.37701
HG00553	PUR	HG00731	PUR	48.17604
HG02977	ESN	HG03199	ESN	23.14307
HG02724	PJL	HG02728	PJL	22.72021
HG03108	ESN	HG03279	ESN	8.55217
NA20882	GIH	NA21124	GIH	5.769745
NA19313	LWK	NA19317	LWK	11.07645
HG00553	PUR	HG01177	PUR	62.92192
HG01028	CDX	HG01848	KHV	5.403336
HG00662	CHS	HG00701	CHS	33.51682
HG00553	PUR	HG01054	PUR	56.1231
NA20861	GIH	NA21093	GIH	12.27322
HG01200	PUR	HG01312	PUR	52.8708
HG01170	PUR	HG01200	PUR	31.12917
HG02922	ESN	HG03291	ESN	14.07931
NA20861	GIH	NA21127	GIH	11.93183
HG02922	ESN	HG03267	ESN	12.17218
NA20902	GIH	NA20911	GIH	17.22869
HG03784	ITU	HG04026	ITU	33.17435
HG01200	PUR	HG01311	PUR	5.658558
HG00553	PUR	HG01077	PUR	13.44845
HG02922	ESN	HG03372	ESN	26.62045
HG03271	ESN	HG03298	ESN	60.32742
HG01923	PEL	HG02265	PEL	6.90033
NA20861	GIH	NA21111	GIH	38.261
HG03697	STU	HG03754	STU	31.8079
NA21102	GIH	NA21125	GIH	5.719437
NA19147	YRI	NA19247	YRI	24.82329
NA20902	GIH	NA21133	GIH	11.46592
HG00553	PUR	HG00734	PUR	20.57112
HG03849	STU	HG03896	STU	110.8982
HG01170	PUR	HG01205	PUR	45.57234
HG00553	PUR	HG01066	PUR	48.12115
HG00766	CDX	HG02364	CDX	11.8159
HG02583	GWD	HG02763	GWD	65.75152
NA19319	LWK	NA19394	LWK	39.79826
HG01173	PUR	HG01396	PUR	55.67771
HG00277	FIN	HG00327	FIN	5.761791
HG01892	PEL	HG02298	PEL	31.94422
HG00107	GBR	HG00110	GBR	14.13577
HG00345	FIN	HG00372	FIN	6.526901
HG03784	ITU	HG03786	ITU	28.32973
NA20861	GIH	NA20871	GIH	23.0189
HG00553	PUR	HG00736	PUR	55.82653
NA20861	GIH	NA21099	GIH	22.78851
HG03736	STU	HG03900	STU	10.75159
HG00553	PUR	HG01060	PUR	36.31816
HG03108	ESN	HG03303	ESN	22.49094
HG00553	PUR	HG01188	PUR	48.16703
NA20861	GIH	NA21086	GIH	14.8293
HG00553	PUR	HG01395	PUR	59.00716
HG03784	ITU	HG03861	ITU	30.24071
HG00107	GBR	HG00233	GBR	5.567856
HG00345	FIN	HG00379	FIN	41.42103
NA20521	TSI	NA20826	TSI	8.238247
NA20882	GIH	NA20885	GIH	45.48783
HG00280	FIN	HG00321	FIN	18.81469
NA19141	YRI	NA19153	YRI	7.397041
NA21110	GIH	NA21127	GIH	20.99312
HG02922	ESN	HG03166	ESN	35.30592
HG01200	PUR	HG01302	PUR	11.39354
HG00132	GBR	NA12748	CEU	6.319595
HG01137	CLM	HG01497	CLM	42.87703
HG01326	PUR	HG01414	PUR	60.52502
HG01200	PUR	HG01412	PUR	32.86465
HG01089	PUR	HG01097	PUR	41.45715
HG02724	PJL	HG03663	PJL	52.55655
HG03027	GWD	NA20289	ASW	5.364796
NA20869	GIH	NA20889	GIH	12.2978
HG00274	FIN	HG00329	FIN	13.15805
HG00553	PUR	HG01205	PUR	41.35185
HG02922	ESN	HG03343	ESN	22.53397
HG01357	CLM	HG01498	CLM	11.36634
HG03108	ESN	HG03271	ESN	78.1033
NA20869	GIH	NA21144	GIH	24.02002
HG01028	CDX	HG02373	CDX	7.038597
HG03136	ESN	HG03369	ESN	17.91908
HG00178	FIN	HG00313	FIN	15.61806
HG00553	PUR	HG01164	PUR	47.30848
HG02724	PJL	HG03016	PJL	45.74199
HG00280	FIN	HG00373	FIN	18.86511
HG01089	PUR	HG01248	PUR	13.94496
HG00553	PUR	HG01058	PUR	11.66827
HG00274	FIN	HG00371	FIN	26.55245
HG03752	STU	HG03900	STU	18.15349
HG02724	PJL	HG03019	PJL	21.77287
NA19676	MXL	NA19774	MXL	7.334114
HG02724	PJL	HG02784	PJL	31.15693
NA18881	YRI	NA19098	YRI	5.617054
NA20869	GIH	NA20899	GIH	10.49274
HG03752	STU	HG03895	STU	6.150467
HG00275	FIN	HG00371	FIN	20.15179
HG01595	KHV	HG01600	KHV	5.296509
HG02020	KHV	HG02078	KHV	14.26672
HG01137	CLM	HG01550	CLM	62.34847
HG00553	PUR	HG01048	PUR	59.27478
HG02724	PJL	HG02786	PJL	51.31629
HG01089	PUR	HG01188	PUR	28.51558
HG01326	PUR	HG01402	PUR	47.4706
HG00553	PUR	HG00742	PUR	16.26262
HG03108	ESN	HG03265	ESN	12.15398
HG00553	PUR	HG00732	PUR	38.80374
HG00553	PUR	HG01104	PUR	28.4697
NA19313	LWK	NA19331	LWK	3127.115
HG03108	ESN	HG03124	ESN	13.13262
HG01137	CLM	HG01253	CLM	26.88454
HG00275	FIN	HG00373	FIN	5.199753
HG00553	PUR	HG01190	PUR	27.30783
HG03108	ESN	HG03343	ESN	64.29388
HG02724	PJL	HG03018	PJL	29.22381
NA20755	TSI	NA20773	TSI	5.372574
NA19038	LWK	NA19429	LWK	76.77021
HG02977	ESN	HG03515	ESN	97.39842
HG01137	CLM	HG01280	CLM	32.50854
HG00553	PUR	HG01173	PUR	25.88495
HG00372	FIN	HG00382	FIN	19.18828
HG00553	PUR	HG01414	PUR	9.781631
HG00553	PUR	HG01302	PUR	36.06704
HG00553	PUR	HG01161	PUR	53.85442
NA19319	LWK	NA19461	LWK	15.16916
HG03081	MSL	HG03097	MSL	8.516327
HG00235	GBR	HG00254	GBR	49.78613
HG00345	FIN	HG00366	FIN	14.9503
HG03784	ITU	HG04017	ITU	16.40068
HG03697	STU	HG03949	STU	5.440643
HG03849	STU	HG03858	STU	6.471649
NA20861	GIH	NA21100	GIH	30.37332
HG02152	CDX	HG02375	CDX	27.9717
HG03756	STU	HG03887	STU	17.4776
HG00327	FIN	HG00369	FIN	10.96389
HG02610	GWD	HG02624	GWD	724.2222
HG00766	CDX	HG02180	CDX	6.289986
NA19312	LWK	NA19384	LWK	14.60998
NA20892	GIH	NA21142	GIH	26.14589
HG03271	ESN	HG03313	ESN	6.1017
HG01170	PUR	HG01312	PUR	58.38296
HG02152	CDX	HG02355	CDX	7.169125
HG00766	CDX	HG02406	CDX	5.487011
HG02685	PJL	HG03640	PJL	26.42939
HG03849	STU	HG03949	STU	7.918274
HG03410	MSL	HG03460	MSL	8.010565
HG01438	CLM	HG01494	CLM	26.58003
NA20892	GIH	NA21123	GIH	21.903
NA20861	GIH	NA20884	GIH	5.251549
HG02610	GWD	HG02643	GWD	221.9038
NA19385	LWK	NA19393	LWK	12.73528
HG02685	PJL	HG03016	PJL	26.22616
HG00119	GBR	HG00123	GBR	45.89595
NA19312	LWK	NA19393	LWK	88.41861
HG03838	STU	HG03895	STU	6.705612
HG03756	STU	HG03890	STU	13.93103
HG01890	ACB	HG02541	ACB	36.82583
HG03304	ESN	HG03342	ESN	27.58289
HG03697	STU	HG03943	STU	7.033752
HG03849	STU	HG03900	STU	6.333847
HG03785	ITU	HG04063	ITU	5.00769
HG02010	ACB	NA19713	ASW	5.839542
HG01173	PUR	HG01305	PUR	20.88645
HG00119	GBR	HG00124	GBR	1984.364
HG02685	PJL	HG02784	PJL	25.8853
HG03304	ESN	HG03372	ESN	14.35593
HG02150	PEL	HG02299	PEL	5.977234
NA20861	GIH	NA20878	GIH	5.282278
NA20892	GIH	NA21107	GIH	5.540596
HG02685	PJL	HG03019	PJL	18.28304
HG03578	MSL	NA20294	ASW	5.446317
HG03376	MSL	HG03394	MSL	171.6306
HG02685	PJL	HG02790	PJL	13.05785
HG01366	CLM	HG01443	CLM	33.91513
HG02624	GWD	HG02643	GWD	76.18863
HG00173	FIN	HG00353	FIN	11.40368
HG00766	CDX	HG02371	CDX	22.65952
NA21111	GIH	NA21119	GIH	30.01291
HG01366	CLM	HG01459	CLM	19.85163
HG01173	PUR	HG01183	PUR	32.34308
HG03304	ESN	HG03311	ESN	39.4235
HG03391	MSL	HG03559	MSL	5.109535
HG02040	KHV	HG02127	KHV	5.272527
HG01927	PEL	HG02104	PEL	16.99327
HG01049	PUR	HG01058	PUR	69.91182
HG03391	MSL	HG03397	MSL	24.39914
NA20892	GIH	NA21114	GIH	24.80544
NA21127	GIH	NA21142	GIH	31.36762
HG01286	PUR	HG01393	PUR	17.8557
HG01173	PUR	HG01746	IBS	5.36293
HG00310	FIN	HG00364	FIN	29.29767
HG01302	PUR	HG01326	PUR	60.90931
HG02685	PJL	HG03491	PJL	11.73249
HG00553	PUR	NA19685	MXL	6.398811
HG00553	PUR	HG01183	PUR	43.95075
NA20527	TSI	NA20832	TSI	6.569624
HG03838	STU	HG03986	STU	11.99784
NA19401	LWK	NA19457	LWK	6.002668
HG00553	PUR	HG01312	PUR	37.68734
HG01028	CDX	HG01031	CDX	22.82335
NA19346	LWK	NA19399	LWK	11.2271
HG00553	PUR	HG01323	PUR	44.40662
NA19319	LWK	NA19457	LWK	19.68308
HG03410	MSL	HG03567	MSL	8.04393
HG00277	FIN	HG00355	FIN	24.00426
HG01438	CLM	HG01443	CLM	5.479561
HG00107	GBR	HG00258	GBR	6.64505
HG03595	BEB	HG04134	BEB	11.6522
HG03108	ESN	HG03311	ESN	42.92374
NA21111	GIH	NA21141	GIH	38.38865
HG01438	CLM	HG01556	CLM	8.896893
HG01028	CDX	HG01046	CDX	16.90742
NA20882	GIH	NA20900	GIH	3309.078
HG00345	FIN	NA11829	CEU	8.170715
HG00173	FIN	HG00189	FIN	5.765892
HG02322	ACB	HG02450	ACB	18.27396
HG01927	PEL	NA19777	MXL	5.315674
HG00173	FIN	HG00188	FIN	16.34435
HG03410	MSL	HG03436	MSL	10.52478
NA20902	GIH	NA21126	GIH	23.03503
HG03697	STU	HG03866	ITU	29.1054
HG03410	MSL	HG03578	MSL	5.948837
HG00173	FIN	HG00315	FIN	6.176025
HG00766	CDX	HG00867	CDX	52.52934
HG00310	FIN	HG00346	FIN	44.52368
NA19346	LWK	NA19448	LWK	9.746704
HG00277	FIN	HG00376	FIN	7.785236
NA19319	LWK	NA19324	LWK	17.3949
HG00766	CDX	HG02391	CDX	18.82048
HG02541	ACB	NA18912	YRI	5.667511
HG02150	PEL	HG02272	PEL	12.67371
HG01173	PUR	HG01412	PUR	14.60402
NA20862	GIH	NA20910	GIH	43.05186
NA20544	TSI	NA20755	TSI	14.41925
NA19319	LWK	NA19375	LWK	6.119049
HG00553	PUR	HG01167	PUR	57.72956
HG03228	PJL	HG03229	PJL	802.2856
HG02152	CDX	HG02388	CDX	24.50595
NA19312	LWK	NA19316	LWK	139.6987
NA18865	YRI	NA18871	YRI	6.577438
HG00327	FIN	HG00380	FIN	5.606354
NA19346	LWK	NA19443	LWK	19.06573
NA19312	LWK	NA19429	LWK	8.26059
NA19312	LWK	NA19375	LWK	11.84214
NA19319	LWK	NA19467	LWK	11.28239
HG00766	CDX	HG02375	CDX	19.43663
HG00345	FIN	HG00365	FIN	5.673584
HG00118	GBR	HG00125	GBR	16.02303
NA12272	CEU	NA12814	CEU	5.674957
HG02977	ESN	HG03109	ESN	6.322014
HG03785	ITU	HG04056	ITU	28.39742
HG00107	GBR	HG00108	GBR	46.74251
NA19312	LWK	NA19473	LWK	45.80838
HG01173	PUR	HG01197	PUR	16.13226
HG01173	PUR	NA19679	MXL	5.318665
HG00173	FIN	HG00356	FIN	5.789803
NA20861	GIH	NA21126	GIH	11.96156
HG01438	CLM	HG01495	CLM	12.62507
NA19385	LWK	NA19436	LWK	27.03803
HG02610	GWD	HG02642	GWD	278.2742
NA19401	LWK	NA19463	LWK	6.072052
NA19401	LWK	NA19471	LWK	5.418839
HG02977	ESN	HG03280	ESN	7.718491
NA19312	LWK	NA19436	LWK	17.9051
NA12749	CEU	NA12830	CEU	6.776855
HG01438	CLM	HG01488	CLM	35.52393
HG01173	PUR	HG01402	PUR	12.18797
HG01173	PUR	HG01177	PUR	40.5431
HG01049	PUR	HG01072	PUR	31.4609
HG01813	CDX	HG02155	CDX	9.229042
HG02461	GWD	HG02624	GWD	34.3616
HG01432	CLM	HG01489	CLM	27.28764
HG00641	PUR	HG01051	PUR	24.6822
HG01049	PUR	HG01183	PUR	33.36698
NA21109	GIH	NA21133	GIH	6.509125
HG00311	FIN	HG00320	FIN	8.12178
HG03055	MSL	HG03436	MSL	10.96456
NA12546	CEU	NA12889	CEU	8.795868
HG01794	CDX	HG02186	CDX	10.54668
HG01366	CLM	HG01550	CLM	40.45686
NA19143	YRI	NA19214	YRI	22.23276
HG01302	PUR	HG01323	PUR	67.21278
HG00641	PUR	HG01393	PUR	22.12668
HG00641	PUR	HG01083	PUR	74.38597
HG01254	CLM	HG01357	CLM	14.25098
HG01432	CLM	HG01479	CLM	43.78995
HG01049	PUR	HG01067	PUR	102.093
NA18941	JPT	NA18998	JPT	5.651287
HG00641	PUR	HG01164	PUR	34.02849
HG01286	PUR	HG01395	PUR	51.79342
HG01161	PUR	HG01204	PUR	24.68225
HG02040	KHV	HG02075	KHV	5.332275
NA21109	GIH	NA21112	GIH	29.15691
HG01079	PUR	HG01412	PUR	63.60801
NA19445	LWK	NA19457	LWK	19.43027
HG01161	PUR	HG01187	PUR	30.36852
HG02624	GWD	HG02666	GWD	325.09
HG00311	FIN	HG00338	FIN	5.073311
HG02373	CDX	HG02381	CDX	2565.726
NA21127	GIH	NA21144	GIH	32.5134
HG00288	FIN	HG00367	FIN	28.71756
HG01813	CDX	HG01816	CDX	18.93183
HG01794	CDX	HG01811	CDX	5.218094
HG01366	CLM	HG01468	CLM	27.6973
HG01079	PUR	HG01170	PUR	67.07667
HG01302	PUR	HG01403	PUR	45.05074
HG00179	FIN	HG00280	FIN	14.37944
NA20505	TSI	NA20826	TSI	7.333405
HG01161	PUR	HG01248	PUR	23.83682
NA21109	GIH	NA21111	GIH	6.102371
HG01079	PUR	HG01326	PUR	55.20207
HG03713	ITU	HG03715	ITU	3310.175
HG02610	GWD	HG02675	GWD	9.308228
HG01302	PUR	HG01305	PUR	63.49322
HG01500	IBS	HG01509	IBS	5.297775
HG02628	GWD	HG02819	GWD	16.72647
HG02461	GWD	HG02896	GWD	41.7027
HG00179	FIN	HG00365	FIN	6.077087
HG00179	FIN	HG00319	FIN	18.40673
HG01254	CLM	HG01378	CLM	22.6785
HG01049	PUR	HG01167	PUR	18.41353
HG01079	PUR	HG01465	CLM	6.064766
HG00641	PUR	HG01325	PUR	69.05318
HG00109	GBR	HG00114	GBR	19.85734
HG01794	CDX	HG02178	CDX	10.54504
HG00179	FIN	HG00267	FIN	18.99373
HG01079	PUR	HG01088	PUR	31.4311
HG00243	GBR	HG00251	GBR	10.79392
HG01254	CLM	HG01485	CLM	34.96702
HG03376	MSL	HG03382	MSL	25.71941
NA21109	GIH	NA21114	GIH	16.6856
HG00641	PUR	HG01079	PUR	14.96138
HG00641	PUR	HG01170	PUR	30.34269
HG01302	PUR	HG01405	PUR	71.11575
NA20334	ASW	NA20336	ASW	2398.721
HG00978	CDX	HG02374	CDX	13.1096
HG03055	MSL	HG03066	MSL	55.92568
HG00311	FIN	HG00357	FIN	5.551643
HG00179	FIN	HG00336	FIN	6.323822
HG01079	PUR	HG01097	PUR	56.49996
HG00109	GBR	HG00123	GBR	23.8314
HG00641	PUR	HG01085	PUR	40.23922
HG01079	PUR	HG01094	PUR	33.28279
HG01254	CLM	HG01432	CLM	6.397568
HG00641	PUR	HG01198	PUR	55.0918
HG00114	GBR	HG00121	GBR	14.97455
HG01161	PUR	HG01412	PUR	38.48164
HG00173	FIN	HG00290	FIN	15.94857
NA20544	TSI	NA20778	TSI	18.67687
NA20336	ASW	NA20355	ASW	1503.156
HG02439	ACB	HG02614	GWD	7.363068
HG00173	FIN	HG00371	FIN	5.155594
HG01302	PUR	HG01303	PUR	176.3076
HG01161	PUR	HG01414	PUR	15.98958
HG01366	CLM	HG01495	CLM	29.34906
HG01049	PUR	HG01412	PUR	75.27452
HG02628	GWD	HG03049	GWD	7.149567
HG00173	FIN	HG00304	FIN	16.81394
HG02573	GWD	HG02702	GWD	45.75424
HG01286	PUR	HG01531	IBS	5.402618
NA19334	LWK	NA19472	LWK	8.910736
HG02152	CDX	HG02182	CDX	41.1057
HG01173	PUR	NA19675	MXL	5.340439
NA18861	YRI	NA18908	YRI	5.783765
HG00766	CDX	HG00879	CDX	285.7608
HG01173	PUR	HG01405	PUR	22.34161
HG01173	PUR	HG01311	PUR	26.45351
HG00179	FIN	HG00331	FIN	18.20701
HG01366	CLM	HG01489	CLM	35.78366
HG02970	ESN	HG03112	ESN	6.572395
HG01432	CLM	HG01447	CLM	66.78653
HG01079	PUR	HG01393	PUR	49.00094
HG00311	FIN	HG00372	FIN	6.219406
HG01079	PUR	HG01205	PUR	44.07622
HG00243	GBR	HG00256	GBR	14.82779
HG02373	CDX	HG02385	CDX	18.48166
HG01049	PUR	HG01308	PUR	32.23466
HG01286	PUR	HG01303	PUR	100.2701
HG01049	PUR	HG01069	PUR	50.64453
